Richness,Chain,Omnivory,Apparent,Exploitative,FCL,Resource,Disturbance,Ecosystem
18,0.36875,0.11875,0.3,0.2125,3,4,0.1,0.3
9,0.217391304,0.130434783,0.260869565,0.391304348,1,4,0.1,0.3
4,0.5,0.5,0,0,2,4,0.1,0.3
10,0.289473684,0.131578947,0.236842105,0.342105263,2,4,0.1,0.3
17,0.276923077,0.158974359,0.333333333,0.230769231,2,4,0.1,0.3
16,0.415730337,0.112359551,0.247191011,0.224719101,4,4,0.1,0.3
10,0.428571429,0.178571429,0.178571429,0.214285714,2,4,0.1,0.3
7,0.333333333,0,0.5,0.166666667,1,4,0.1,0.3
11,0.475,0.125,0.225,0.175,3,4,0.1,0.3
4,0,0,0.5,0.5,1,4,0.1,0.3
12,0.349206349,0.142857143,0.222222222,0.285714286,3,4,0.1,0.3
6,0,0.333333333,0.666666667,0,1,4,0.1,0.3
7,0.363636364,0.181818182,0.181818182,0.272727273,2,4,0.1,0.3
8,0.285714286,0.238095238,0.19047619,0.285714286,2,4,0.1,0.3
16,0.296052632,0.131578947,0.289473684,0.282894737,3,4,0.1,0.3
13,0.326923077,0.173076923,0.192307692,0.307692308,2,4,0.1,0.3
8,0.555555556,0,0.222222222,0.222222222,3,4,0.1,0.3
10,0.32,0.16,0.34,0.18,2,4,0.1,0.3
13,0.358974359,0.025641026,0.282051282,0.333333333,3,4,0.1,0.3
2,NA,NA,NA,NA,1,4,0.1,0.4
14,0.201834862,0.183486239,0.321100917,0.293577982,1,4,0.1,0.4
12,0.2875,0.2,0.3125,0.2,2,4,0.1,0.4
14,0.282258065,0.25,0.225806452,0.241935484,2,4,0.1,0.4
15,0.281818182,0.2,0.318181818,0.2,2,4,0.1,0.4
16,0.287878788,0.151515152,0.287878788,0.272727273,3,4,0.1,0.4
0,NA,NA,NA,NA,-1,4,0.1,0.4
1,NA,NA,NA,NA,0,4,0.1,0.4
7,0,1,0,0,1,4,0.1,0.4
13,0.240963855,0.180722892,0.253012048,0.325301205,3,4,0.1,0.4
22,0.31010453,0.128919861,0.324041812,0.236933798,3,4,0.1,0.4
3,1,0,0,0,2,4,0.1,0.4
17,0.257575758,0.166666667,0.371212121,0.204545455,2,4,0.1,0.4
15,0.330357143,0.151785714,0.267857143,0.25,2,4,0.1,0.4
13,0.359375,0.140625,0.25,0.25,2,4,0.1,0.4
0,NA,NA,NA,NA,-1,4,0.1,0.4
15,0.330275229,0.19266055,0.201834862,0.275229358,3,4,0.1,0.4
13,0.375,0.125,0.1875,0.3125,2,4,0.1,0.4
19,0.331428571,0.182857143,0.28,0.205714286,3,4,0.1,0.4
12,0.298850575,0.206896552,0.287356322,0.206896552,2,4,0.1,0.4
16,0.323529412,0.098039216,0.254901961,0.323529412,3,4,0.1,0.5
8,0.4,0.2,0.133333333,0.266666667,3,4,0.1,0.5
7,0.272727273,0.090909091,0.090909091,0.545454545,2,4,0.1,0.5
16,0.253333333,0.166666667,0.293333333,0.286666667,2,4,0.1,0.5
18,0.301587302,0.166666667,0.257936508,0.273809524,3,4,0.1,0.5
10,0.372093023,0.23255814,0.139534884,0.255813953,2,4,0.1,0.5
12,0.269230769,0.192307692,0.230769231,0.307692308,2,4,0.1,0.5
11,0.355555556,0.155555556,0.222222222,0.266666667,2,4,0.1,0.5
16,0.291262136,0.145631068,0.223300971,0.339805825,2,4,0.1,0.5
13,0.382022472,0.179775281,0.191011236,0.247191011,2,4,0.1,0.5
10,0.233333333,0.233333333,0.233333333,0.3,3,4,0.1,0.5
7,0.444444444,0.111111111,0.222222222,0.222222222,2,4,0.1,0.5
10,0.407407407,0.111111111,0.296296296,0.185185185,2,4,0.1,0.5
3,0,0,0,1,1,4,0.1,0.5
12,0.36,0.106666667,0.226666667,0.306666667,2,4,0.1,0.5
15,0.325842697,0.134831461,0.292134831,0.247191011,3,4,0.1,0.5
11,0.355555556,0.111111111,0.222222222,0.311111111,2,4,0.1,0.5
0,NA,NA,NA,NA,-1,4,0.1,0.5
17,0.24120603,0.185929648,0.296482412,0.27638191,2,4,0.1,0.5
12,0.254545455,0.272727273,0.163636364,0.309090909,3,4,0.1,0.5
20,0.337777778,0.115555556,0.293333333,0.253333333,2,4,0.1,0.6
16,0.378571429,0.142857143,0.242857143,0.235714286,3,4,0.1,0.6
7,0.416666667,0.083333333,0.25,0.25,3,4,0.1,0.6
7,0.470588235,0.117647059,0.294117647,0.117647059,2,4,0.1,0.6
15,0.261363636,0.090909091,0.318181818,0.329545455,2,4,0.1,0.6
12,0.327586207,0.172413793,0.275862069,0.224137931,2,4,0.1,0.6
7,0.375,0.25,0,0.375,3,4,0.1,0.6
13,0.343283582,0.149253731,0.28358209,0.223880597,2,4,0.1,0.6
18,0.304347826,0.152173913,0.233695652,0.309782609,2,4,0.1,0.6
20,0.31277533,0.145374449,0.290748899,0.251101322,2,4,0.1,0.6
14,0.324074074,0.166666667,0.212962963,0.296296296,2,4,0.1,0.6
15,0.26446281,0.148760331,0.280991736,0.305785124,2,4,0.1,0.6
12,0.298245614,0.087719298,0.333333333,0.280701754,2,4,0.1,0.6
16,0.239766082,0.204678363,0.321637427,0.233918129,2,4,0.1,0.6
15,0.396396396,0.153153153,0.234234234,0.216216216,2,4,0.1,0.6
15,0.25210084,0.193277311,0.302521008,0.25210084,2,4,0.1,0.6
12,0.283018868,0.132075472,0.358490566,0.226415094,2,4,0.1,0.6
18,0.304812834,0.144385027,0.310160428,0.240641711,3,4,0.1,0.6
18,0.344086022,0.172043011,0.247311828,0.23655914,3,4,0.1,0.6
11,0.347826087,0.173913043,0.195652174,0.282608696,2,4,0.1,0.6
9,0.5625,0,0.25,0.1875,2,4,0.1,0.7
17,0.284263959,0.16751269,0.243654822,0.304568528,2,4,0.1,0.7
14,0.324074074,0.175925926,0.231481481,0.268518519,2,4,0.1,0.7
8,0.3,0.1,0.4,0.2,1,4,0.1,0.7
15,0.308411215,0.140186916,0.317757009,0.23364486,2,4,0.1,0.7
12,0.356164384,0.164383562,0.205479452,0.273972603,2,4,0.1,0.7
10,0.071428571,0.214285714,0.285714286,0.428571429,1,4,0.1,0.7
10,0.444444444,0.111111111,0.185185185,0.259259259,3,4,0.1,0.7
15,0.386554622,0.168067227,0.193277311,0.25210084,2,4,0.1,0.7
18,0.268456376,0.167785235,0.302013423,0.261744966,3,4,0.1,0.7
17,0.295302013,0.154362416,0.255033557,0.295302013,2,4,0.1,0.7
16,0.270440252,0.150943396,0.27672956,0.301886792,2,4,0.1,0.7
20,0.271676301,0.199421965,0.280346821,0.248554913,2,4,0.1,0.7
16,0.297752809,0.168539326,0.275280899,0.258426966,2,4,0.1,0.7
18,0.298245614,0.128654971,0.233918129,0.339181287,2,4,0.1,0.7
13,0.409836066,0.147540984,0.180327869,0.262295082,3,4,0.1,0.7
20,0.31372549,0.156862745,0.278431373,0.250980392,2,4,0.1,0.7
18,0.274038462,0.153846154,0.259615385,0.3125,2,4,0.1,0.7
17,0.275862069,0.172413793,0.315270936,0.236453202,2,4,0.1,0.7
16,0.245454545,0.172727273,0.354545455,0.227272727,2,4,0.1,0.7
18,0.316964286,0.183035714,0.25,0.25,2,4,0.1,0.8
17,0.299363057,0.146496815,0.242038217,0.312101911,2,4,0.1,0.8
16,0.307086614,0.165354331,0.291338583,0.236220472,3,4,0.1,0.8
18,0.27672956,0.119496855,0.289308176,0.314465409,3,4,0.1,0.8
17,0.302325581,0.168604651,0.273255814,0.255813953,2,4,0.1,0.8
18,0.234972678,0.153005464,0.333333333,0.278688525,2,4,0.1,0.8
13,0.283950617,0.172839506,0.345679012,0.197530864,2,4,0.1,0.8
12,0.452830189,0.132075472,0.20754717,0.20754717,2,4,0.1,0.8
21,0.299734748,0.159151194,0.299734748,0.24137931,2,4,0.1,0.8
16,0.259541985,0.099236641,0.389312977,0.251908397,2,4,0.1,0.8
18,0.296137339,0.163090129,0.25751073,0.283261803,2,4,0.1,0.8
18,0.296943231,0.179039301,0.27510917,0.248908297,2,4,0.1,0.8
19,0.314814815,0.152777778,0.287037037,0.24537037,2,4,0.1,0.8
17,0.28,0.188571429,0.251428571,0.28,3,4,0.1,0.8
16,0.296610169,0.144067797,0.347457627,0.211864407,3,4,0.1,0.8
12,0.311688312,0.168831169,0.285714286,0.233766234,2,4,0.1,0.8
20,0.287449393,0.149797571,0.291497976,0.271255061,3,4,0.1,0.8
14,0.372340426,0.127659574,0.20212766,0.29787234,2,4,0.1,0.8
11,0.361111111,0.222222222,0.111111111,0.305555556,2,4,0.1,0.8
17,0.287234043,0.191489362,0.281914894,0.239361702,2,4,0.1,0.8
18,0.3,0.15,0.28125,0.26875,3,4,0.1,0.9
18,0.255555556,0.15,0.305555556,0.288888889,2,4,0.1,0.9
17,0.353658537,0.12804878,0.286585366,0.231707317,3,4,0.1,0.9
17,0.294416244,0.16751269,0.289340102,0.248730964,2,4,0.1,0.9
10,0.392857143,0.178571429,0.25,0.178571429,3,4,0.1,0.9
17,0.235632184,0.166666667,0.32183908,0.275862069,2,4,0.1,0.9
17,0.360544218,0.12244898,0.265306122,0.25170068,3,4,0.1,0.9
16,0.25203252,0.162601626,0.260162602,0.325203252,2,4,0.1,0.9
13,0.36,0.14,0.19,0.31,2,4,0.1,0.9
20,0.301754386,0.175438596,0.266666667,0.256140351,3,4,0.1,0.9
14,0.285714286,0.142857143,0.25974026,0.311688312,2,4,0.1,0.9
27,0.288973384,0.150190114,0.33269962,0.228136882,3,4,0.1,0.9
19,0.307432432,0.212837838,0.243243243,0.236486486,2,4,0.1,0.9
18,0.330143541,0.133971292,0.306220096,0.229665072,3,4,0.1,0.9
16,0.31,0.12,0.26,0.31,3,4,0.1,0.9
23,0.278688525,0.182669789,0.31381733,0.224824356,2,4,0.1,0.9
28,0.271551724,0.162356322,0.317528736,0.248563218,2,4,0.1,0.9
17,0.291891892,0.183783784,0.275675676,0.248648649,2,4,0.1,0.9
19,0.335106383,0.122340426,0.255319149,0.287234043,2,4,0.1,0.9
19,0.265765766,0.157657658,0.364864865,0.211711712,2,4,0.1,0.9
9,0.384615385,0.269230769,0.230769231,0.115384615,3,4,0.2,0.1
10,0.294117647,0.274509804,0.117647059,0.31372549,2,4,0.2,0.1
7,0.25,0.166666667,0.166666667,0.416666667,2,4,0.2,0.1
5,0.666666667,0,0,0.333333333,2,4,0.2,0.1
19,0.32300885,0.132743363,0.305309735,0.238938053,2,4,0.2,0.1
7,0.166666667,0.333333333,0.333333333,0.166666667,1,4,0.2,0.1
10,0.35,0.15,0.2,0.3,2,4,0.2,0.1
14,0.260416667,0.1875,0.291666667,0.260416667,2,4,0.2,0.1
8,0.217391304,0.130434783,0.260869565,0.391304348,3,4,0.2,0.1
16,0.381355932,0.13559322,0.288135593,0.194915254,3,4,0.2,0.1
9,0.363636364,0.090909091,0.272727273,0.272727273,2,4,0.2,0.1
11,0.413793103,0.034482759,0.206896552,0.344827586,2,4,0.2,0.1
14,0.227722772,0.217821782,0.297029703,0.257425743,3,4,0.2,0.1
9,0.342857143,0.114285714,0.2,0.342857143,2,4,0.2,0.1
3,1,0,0,0,2,4,0.2,0.1
9,0.32,0.12,0.32,0.24,2,4,0.2,0.1
10,0.19047619,0.19047619,0.238095238,0.380952381,2,4,0.2,0.1
8,0.357142857,0.142857143,0.214285714,0.285714286,2,4,0.2,0.1
4,1,0,0,0,2,4,0.2,0.1
5,0.666666667,0,0,0.333333333,2,4,0.2,0.1
10,0.571428571,0.238095238,0.047619048,0.142857143,3,4,0.2,0.2
19,0.321266968,0.162895928,0.294117647,0.221719457,2,4,0.2,0.2
10,0.323529412,0.058823529,0.294117647,0.323529412,2,4,0.2,0.2
9,0.27027027,0.243243243,0.27027027,0.216216216,2,4,0.2,0.2
3,1,0,0,0,2,4,0.2,0.2
11,0.38,0.24,0.2,0.18,2,4,0.2,0.2
4,NA,NA,NA,NA,1,4,0.2,0.2
6,0.666666667,0,0.166666667,0.166666667,3,4,0.2,0.2
0,NA,NA,NA,NA,-1,4,0.2,0.2
7,0.2,0,0.2,0.6,2,4,0.2,0.2
12,0.290697674,0.220930233,0.186046512,0.302325581,2,4,0.2,0.2
9,0.321428571,0.107142857,0.214285714,0.357142857,2,4,0.2,0.2
12,0.21686747,0.21686747,0.265060241,0.301204819,2,4,0.2,0.2
9,0.444444444,0.055555556,0.222222222,0.277777778,2,4,0.2,0.2
7,0.352941176,0.058823529,0.294117647,0.294117647,1,4,0.2,0.2
4,0,0,1,0,1,4,0.2,0.2
9,0.464285714,0.071428571,0.285714286,0.178571429,2,4,0.2,0.2
10,0.425,0.125,0.225,0.225,2,4,0.2,0.2
7,0.375,0,0.125,0.5,2,4,0.2,0.2
14,0.263888889,0.152777778,0.333333333,0.25,1,4,0.2,0.2
8,0.076923077,0.230769231,0.384615385,0.307692308,1,4,0.2,0.3
6,0,0,0.2,0.8,1,4,0.2,0.3
5,0,1,0,0,1,4,0.2,0.3
11,0.236111111,0.194444444,0.180555556,0.388888889,3,4,0.2,0.3
6,0.625,0,0.125,0.25,3,4,0.2,0.3
13,0.301886792,0.132075472,0.226415094,0.339622642,3,4,0.2,0.3
9,0.351351351,0.108108108,0.243243243,0.297297297,2,4,0.2,0.3
13,0.323529412,0.176470588,0.279411765,0.220588235,2,4,0.2,0.3
15,0.340909091,0.136363636,0.295454545,0.227272727,2,4,0.2,0.3
8,0.375,0.125,0.15625,0.34375,2,4,0.2,0.3
15,0.299145299,0.162393162,0.290598291,0.247863248,2,4,0.2,0.3
9,0.392857143,0.178571429,0.321428571,0.107142857,2,4,0.2,0.3
8,0.428571429,0.19047619,0.142857143,0.238095238,2,4,0.2,0.3
4,NA,NA,NA,NA,1,4,0.2,0.3
7,0.666666667,0,0.111111111,0.222222222,5,4,0.2,0.3
14,0.342857143,0.085714286,0.314285714,0.257142857,2,4,0.2,0.3
12,0.35483871,0.209677419,0.258064516,0.177419355,2,4,0.2,0.3
9,0.454545455,0.090909091,0.181818182,0.272727273,2,4,0.2,0.3
3,NA,NA,NA,NA,0,4,0.2,0.3
5,0.25,0.5,0,0.25,1,4,0.2,0.3
15,0.267241379,0.181034483,0.353448276,0.198275862,2,4,0.2,0.4
11,0.428571429,0.095238095,0.19047619,0.285714286,2,4,0.2,0.4
7,0.384615385,0.230769231,0.307692308,0.076923077,1,4,0.2,0.4
6,1,0,0,0,2,4,0.2,0.4
3,1,0,0,0,2,4,0.2,0.4
15,0.26984127,0.158730159,0.341269841,0.23015873,3,4,0.2,0.4
14,0.338235294,0.227941176,0.220588235,0.213235294,2,4,0.2,0.4
10,0.341463415,0.195121951,0.219512195,0.243902439,2,4,0.2,0.4
13,0.298969072,0.206185567,0.216494845,0.278350515,2,4,0.2,0.4
10,0.304347826,0.130434783,0.260869565,0.304347826,2,4,0.2,0.4
9,0.25,0,0.25,0.5,2,4,0.2,0.4
8,0.285714286,0.19047619,0.095238095,0.428571429,2,4,0.2,0.4
12,0.2,0.08,0.36,0.36,2,4,0.2,0.4
14,0.252631579,0.157894737,0.189473684,0.4,2,4,0.2,0.4
13,0.307692308,0.134615385,0.230769231,0.326923077,2,4,0.2,0.4
11,0.227272727,0.159090909,0.227272727,0.386363636,2,4,0.2,0.4
4,0.5,0,0,0.5,2,4,0.2,0.4
9,0.583333333,0.083333333,0.166666667,0.166666667,2,4,0.2,0.4
17,0.245033113,0.132450331,0.350993377,0.271523179,3,4,0.2,0.4
13,0.438596491,0.140350877,0.210526316,0.210526316,2,4,0.2,0.4
14,0.30952381,0.19047619,0.273809524,0.226190476,2,4,0.2,0.5
10,0.441176471,0.147058824,0.205882353,0.205882353,2,4,0.2,0.5
11,0.442307692,0.134615385,0.211538462,0.211538462,2,4,0.2,0.5
1,NA,NA,NA,NA,0,4,0.2,0.5
10,0.40625,0.125,0.34375,0.125,3,4,0.2,0.5
12,0.342105263,0,0.210526316,0.447368421,2,4,0.2,0.5
15,0.333333333,0.09375,0.28125,0.291666667,2,4,0.2,0.5
2,NA,NA,NA,NA,0,4,0.2,0.5
6,0.25,0.25,0,0.5,2,4,0.2,0.5
9,0.263157895,0.210526316,0.315789474,0.210526316,2,4,0.2,0.5
7,0.583333333,0.166666667,0,0.25,3,4,0.2,0.5
10,0.428571429,0.107142857,0.214285714,0.25,3,4,0.2,0.5
12,0.290697674,0.174418605,0.220930233,0.313953488,2,4,0.2,0.5
9,0.4,0.12,0.28,0.2,2,4,0.2,0.5
17,0.285140562,0.176706827,0.253012048,0.285140562,2,4,0.2,0.5
8,0.333333333,0.111111111,0.222222222,0.333333333,2,4,0.2,0.5
15,0.253968254,0.23015873,0.253968254,0.261904762,2,4,0.2,0.5
1,NA,NA,NA,NA,0,4,0.2,0.5
3,1,0,0,0,2,4,0.2,0.5
14,0.343137255,0.117647059,0.254901961,0.284313725,2,4,0.2,0.5
12,0.372881356,0.13559322,0.237288136,0.254237288,4,4,0.2,0.6
7,0.5,0,0.166666667,0.333333333,2,4,0.2,0.6
6,0.428571429,0,0.142857143,0.428571429,2,4,0.2,0.6
10,0.416666667,0.083333333,0.333333333,0.166666667,2,4,0.2,0.6
16,0.330357143,0.142857143,0.3125,0.214285714,2,4,0.2,0.6
14,0.285714286,0.21978022,0.373626374,0.120879121,2,4,0.2,0.6
13,0.4,0.133333333,0.2,0.266666667,2,4,0.2,0.6
0,NA,NA,NA,NA,-1,4,0.2,0.6
20,0.314741036,0.147410359,0.314741036,0.22310757,2,4,0.2,0.6
11,0.259259259,0.185185185,0.259259259,0.296296296,2,4,0.2,0.6
6,0.333333333,0.111111111,0.222222222,0.333333333,3,4,0.2,0.6
9,0.35483871,0.129032258,0.290322581,0.225806452,2,4,0.2,0.6
16,0.238095238,0.174603175,0.23015873,0.357142857,2,4,0.2,0.6
3,0,0,1,0,1,4,0.2,0.6
8,0.222222222,0.111111111,0.333333333,0.333333333,2,4,0.2,0.6
5,1,0,0,0,4,4,0.2,0.6
12,0.388059701,0.194029851,0.208955224,0.208955224,3,4,0.2,0.6
16,0.326923077,0.144230769,0.259615385,0.269230769,2,4,0.2,0.6
6,0,0.2,0.4,0.4,1,4,0.2,0.6
14,0.343283582,0.164179104,0.208955224,0.28358209,2,4,0.2,0.6
17,0.3515625,0.15625,0.2265625,0.265625,2,4,0.2,0.7
14,0.396396396,0.135135135,0.216216216,0.252252252,2,4,0.2,0.7
7,0.266666667,0.133333333,0.2,0.4,2,4,0.2,0.7
12,0.469387755,0.081632653,0.224489796,0.224489796,2,4,0.2,0.7
11,0.338983051,0.169491525,0.237288136,0.254237288,2,4,0.2,0.7
10,0.358974359,0.179487179,0.205128205,0.256410256,2,4,0.2,0.7
14,0.390243902,0.12195122,0.231707317,0.256097561,3,4,0.2,0.7
1,NA,NA,NA,NA,0,4,0.2,0.7
7,0.533333333,0.133333333,0.133333333,0.2,3,4,0.2,0.7
19,0.293859649,0.166666667,0.276315789,0.263157895,2,4,0.2,0.7
13,0.385542169,0.13253012,0.240963855,0.240963855,2,4,0.2,0.7
12,0.278688525,0.196721311,0.245901639,0.278688525,2,4,0.2,0.7
14,0.22826087,0.141304348,0.293478261,0.336956522,2,4,0.2,0.7
7,0.4,0.1,0.3,0.2,2,4,0.2,0.7
19,0.336363636,0.181818182,0.204545455,0.277272727,2,4,0.2,0.7
17,0.301675978,0.150837989,0.273743017,0.273743017,2,4,0.2,0.7
5,1,0,0,0,2,4,0.2,0.7
15,0.338842975,0.181818182,0.239669421,0.239669421,3,4,0.2,0.7
11,0.28,0.14,0.36,0.22,2,4,0.2,0.7
11,0.297297297,0.108108108,0.243243243,0.351351351,2,4,0.2,0.7
7,0.3,0.2,0,0.5,3,4,0.2,0.8
14,0.358208955,0.119402985,0.298507463,0.223880597,2,4,0.2,0.8
12,0.314285714,0.142857143,0.285714286,0.257142857,2,4,0.2,0.8
16,0.246753247,0.201298701,0.272727273,0.279220779,2,4,0.2,0.8
9,0.518518519,0.185185185,0.185185185,0.111111111,3,4,0.2,0.8
15,0.458333333,0.083333333,0.208333333,0.25,3,4,0.2,0.8
20,0.300518135,0.14507772,0.295336788,0.259067358,3,4,0.2,0.8
10,0.428571429,0.25,0.142857143,0.178571429,2,4,0.2,0.8
14,0.340909091,0.159090909,0.238636364,0.261363636,2,4,0.2,0.8
11,0.358490566,0.150943396,0.169811321,0.320754717,2,4,0.2,0.8
2,NA,NA,NA,NA,1,4,0.2,0.8
10,0.333333333,0.266666667,0.266666667,0.133333333,2,4,0.2,0.8
9,0.481481481,0.148148148,0.148148148,0.222222222,2,4,0.2,0.8
1,NA,NA,NA,NA,0,4,0.2,0.8
16,0.347457627,0.144067797,0.254237288,0.254237288,2,4,0.2,0.8
14,0.24691358,0.197530864,0.345679012,0.209876543,3,4,0.2,0.8
16,0.279761905,0.18452381,0.25,0.285714286,2,4,0.2,0.8
15,0.273809524,0.226190476,0.238095238,0.261904762,3,4,0.2,0.8
11,0.285714286,0.257142857,0.142857143,0.314285714,2,4,0.2,0.8
15,0.31884058,0.173913043,0.246376812,0.260869565,2,4,0.2,0.8
19,0.322463768,0.192028986,0.275362319,0.210144928,2,4,0.2,0.9
12,0.3125,0.1625,0.225,0.3,2,4,0.2,0.9
12,0.404761905,0.142857143,0.238095238,0.214285714,3,4,0.2,0.9
14,0.402173913,0.141304348,0.239130435,0.217391304,3,4,0.2,0.9
17,0.316384181,0.146892655,0.282485876,0.254237288,2,4,0.2,0.9
17,0.298780488,0.146341463,0.323170732,0.231707317,3,4,0.2,0.9
15,0.235294118,0.201680672,0.361344538,0.201680672,3,4,0.2,0.9
16,0.333333333,0.147286822,0.263565891,0.255813953,3,4,0.2,0.9
11,0.216216216,0.216216216,0.297297297,0.27027027,2,4,0.2,0.9
12,0.432432432,0.108108108,0.27027027,0.189189189,2,4,0.2,0.9
19,0.356097561,0.156097561,0.248780488,0.23902439,2,4,0.2,0.9
11,0.457142857,0.142857143,0.171428571,0.228571429,3,4,0.2,0.9
10,0.205882353,0.235294118,0.235294118,0.323529412,2,4,0.2,0.9
16,0.25477707,0.191082803,0.267515924,0.286624204,2,4,0.2,0.9
17,0.372262774,0.131386861,0.255474453,0.240875912,2,4,0.2,0.9
12,0.326086957,0.130434783,0.304347826,0.239130435,2,4,0.2,0.9
18,0.30212766,0.178723404,0.25106383,0.268085106,2,4,0.2,0.9
9,0.333333333,0.1,0.266666667,0.3,2,4,0.2,0.9
16,0.255319149,0.177304965,0.241134752,0.326241135,2,4,0.2,0.9
18,0.344660194,0.174757282,0.252427184,0.22815534,3,4,0.2,0.9
8,0.470588235,0.058823529,0.235294118,0.235294118,2,4,0.3,0.1
6,0.333333333,0,0.333333333,0.333333333,1,4,0.3,0.1
7,0.285714286,0.142857143,0.071428571,0.5,2,4,0.3,0.1
8,0.428571429,0.142857143,0.142857143,0.285714286,2,4,0.3,0.1
3,1,0,0,0,2,4,0.3,0.1
9,0.228571429,0.2,0.314285714,0.257142857,1,4,0.3,0.1
12,0.376811594,0.101449275,0.333333333,0.188405797,3,4,0.3,0.1
2,NA,NA,NA,NA,0,4,0.3,0.1
10,0.4,0.1,0.4,0.1,1,4,0.3,0.1
14,0.365591398,0.172043011,0.258064516,0.204301075,3,4,0.3,0.1
13,0.377358491,0.113207547,0.264150943,0.245283019,2,4,0.3,0.1
2,NA,NA,NA,NA,1,4,0.3,0.1
1,NA,NA,NA,NA,0,4,0.3,0.1
7,0.3125,0.0625,0.25,0.375,2,4,0.3,0.1
5,0.5,0.333333333,0.166666667,0,3,4,0.3,0.1
16,0.257142857,0.217142857,0.297142857,0.228571429,2,4,0.3,0.1
13,0.303797468,0.164556962,0.341772152,0.189873418,2,4,0.3,0.1
0,NA,NA,NA,NA,-1,4,0.3,0.1
5,0.666666667,0.333333333,0,0,2,4,0.3,0.1
0,NA,NA,NA,NA,-1,4,0.3,0.1
2,NA,NA,NA,NA,0,4,0.3,0.2
6,0.333333333,0,0.166666667,0.5,3,4,0.3,0.2
9,0.407407407,0.037037037,0.259259259,0.296296296,2,4,0.3,0.2
10,0.473684211,0.157894737,0.157894737,0.210526316,2,4,0.3,0.2
10,0.35483871,0.096774194,0.225806452,0.322580645,3,4,0.3,0.2
14,0.266666667,0.146666667,0.266666667,0.32,2,4,0.3,0.2
9,0.307692308,0.192307692,0.153846154,0.346153846,3,4,0.3,0.2
8,0.333333333,0.083333333,0.333333333,0.25,1,4,0.3,0.2
12,0.285714286,0.160714286,0.303571429,0.25,2,4,0.3,0.2
13,0.303571429,0.125,0.321428571,0.25,2,4,0.3,0.2
6,0.333333333,0.333333333,0,0.333333333,2,4,0.3,0.2
8,0.3125,0.0625,0.25,0.375,2,4,0.3,0.2
4,0,0,0.5,0.5,1,4,0.3,0.2
9,0.333333333,0.041666667,0.208333333,0.416666667,2,4,0.3,0.2
1,NA,NA,NA,NA,0,4,0.3,0.2
10,0.296296296,0.185185185,0.296296296,0.222222222,3,4,0.3,0.2
