Richness,Chain,Omnivory,Apparent,Exploitative,FCL,Resource,Disturbance,Ecosystem
8,0.454545455,0.272727273,0,0.272727273,3.25,4,0.2,0.5
12,0.366666667,0.1,0.3,0.233333333,3.125,4,0.2,0.5
6,0.333333333,0.083333333,0.333333333,0.25,2,4,0.2,0.5
7,0.090909091,0,0.454545455,0.454545455,1.5,4,0.2,0.5
9,0.36,0.04,0.36,0.24,2.666666667,4,0.2,0.5
4,NA,NA,NA,NA,1,4,0.2,0.5
12,0.375,0.083333333,0.3125,0.229166667,3.138888889,4,0.2,0.5
6,0.5,0.166666667,0.166666667,0.166666667,2.5,4,0.2,0.5
7,0,0.133333333,0.4,0.466666667,1.25,4,0.2,0.5
13,0.367346939,0.102040816,0.408163265,0.12244898,4.25,4,0.2,0.5
9,0.25,0.05,0.3,0.4,2,4,0.2,0.5
1,NA,NA,NA,NA,0,4,0.2,0.6
5,0.666666667,0.333333333,0,0,3,4,0.2,0.6
11,0.578947368,0.105263158,0.105263158,0.210526316,3.875,4,0.2,0.6
11,0.384615385,0,0.307692308,0.307692308,3,4,0.2,0.6
4,0,0.333333333,0,0.666666667,1.5,4,0.2,0.6
6,0.25,0.25,0,0.5,2,4,0.2,0.6
5,0.25,0.25,0,0.5,2,4,0.2,0.6
13,0.333333333,0.111111111,0.355555556,0.2,3,4,0.2,0.6
5,0,0,0.333333333,0.666666667,1,4,0.2,0.6
9,0.230769231,0.115384615,0.269230769,0.384615385,2,4,0.2,0.6
13,0.3,0.1,0.18,0.42,2.660493827,4,0.2,0.6
9,0.333333333,0.066666667,0.2,0.4,3,4,0.2,0.6
7,0.5,0.125,0,0.375,3,4,0.2,0.6
9,0.275,0.225,0.225,0.275,2.1875,4,0.2,0.6
7,0.066666667,0.466666667,0.4,0.066666667,1.5625,4,0.2,0.6
12,0.379310345,0.068965517,0.24137931,0.310344828,2.666666667,4,0.2,0.6
4,0.333333333,0.333333333,0.333333333,0,1.5,4,0.2,0.6
14,0.315789474,0.171052632,0.315789474,0.197368421,2.958333333,4,0.2,0.6
8,0.545454545,0.272727273,0.181818182,0,3.166666667,4,0.2,0.6
6,0.125,0.5,0.25,0.125,1.777777778,4,0.2,0.6
10,0.446808511,0.14893617,0.212765957,0.191489362,4.583333333,4,0.2,0.7
9,0.125,0.125,0.4375,0.3125,3,4,0.2,0.7
5,0.25,0.25,0.25,0.25,1.5,4,0.2,0.7
15,0.368421053,0.115789474,0.231578947,0.284210526,3.70625,4,0.2,0.7
9,0.222222222,0.148148148,0.259259259,0.37037037,2.166666667,4,0.2,0.7
9,0.538461538,0.192307692,0.153846154,0.115384615,3.75,4,0.2,0.7
8,0.4,0.133333333,0.133333333,0.333333333,2.5,4,0.2,0.7
6,0,0.181818182,0.818181818,0,1.2,4,0.2,0.7
9,0.538461538,0.076923077,0.153846154,0.230769231,3.5,4,0.2,0.7
13,0.290909091,0.163636364,0.272727273,0.272727273,2.183333333,4,0.2,0.7
9,0.304347826,0.173913043,0.173913043,0.347826087,2.111111111,4,0.2,0.7
6,0.363636364,0.181818182,0.272727273,0.181818182,1.5,4,0.2,0.7
2,NA,NA,NA,NA,1,4,0.2,0.7
11,0.25,0.194444444,0.222222222,0.333333333,2.25,4,0.2,0.7
5,0.428571429,0.285714286,0.285714286,0,2.333333333,4,0.2,0.7
12,0.263157895,0.157894737,0.315789474,0.263157895,1.683333333,4,0.2,0.7
11,0.46,0.2,0.14,0.2,3.083333333,4,0.2,0.7
6,0.25,0.25,0.25,0.25,1.666666667,4,0.2,0.7
5,0.333333333,0,0.166666667,0.5,2,4,0.2,0.7
18,0.460784314,0.107843137,0.235294118,0.196078431,3.840277778,4,0.2,0.7
14,0.306451613,0.14516129,0.290322581,0.258064516,3.555555556,4,0.2,0.8
11,0.285714286,0.114285714,0.314285714,0.285714286,2.5,4,0.2,0.8
11,0.380952381,0,0.333333333,0.285714286,2,4,0.2,0.8
5,0.142857143,0.142857143,0.285714286,0.428571429,1.5,4,0.2,0.8
11,0.391304348,0.108695652,0.260869565,0.239130435,2.90625,4,0.2,0.8
7,0.333333333,0.333333333,0,0.333333333,2.25,4,0.2,0.8
6,0.2,0.4,0,0.4,2.5,4,0.2,0.8
5,0,0,0,1,1,4,0.2,0.8
3,0,0,1,0,1,4,0.2,0.8
0,NA,NA,NA,NA,-1,4,0.2,0.8
9,0.352941176,0.058823529,0.352941176,0.235294118,3,4,0.2,0.8
10,0.428571429,0.085714286,0.2,0.285714286,3,4,0.2,0.8
14,0.291139241,0.151898734,0.253164557,0.303797468,2.5,4,0.2,0.8
8,0.357142857,0.214285714,0.142857143,0.285714286,2.333333333,4,0.2,0.8
12,0.410958904,0.205479452,0.232876712,0.150684932,3.66875,4,0.2,0.8
6,0,0,0.5,0.5,1,4,0.2,0.8
10,0.526315789,0.052631579,0.157894737,0.263157895,3.75,4,0.2,0.8
11,0.382352941,0.088235294,0.235294118,0.294117647,2.625,4,0.2,0.8
16,0.308823529,0.073529412,0.352941176,0.264705882,3.166666667,4,0.2,0.8
7,0.214285714,0.214285714,0.357142857,0.214285714,1.625,4,0.2,0.8
11,0.485714286,0.142857143,0.171428571,0.2,3.5625,4,0.2,0.9
9,0.342105263,0.210526316,0.184210526,0.263157895,3.5,4,0.2,0.9
17,0.256097561,0.12195122,0.256097561,0.365853659,2.75,4,0.2,0.9
16,0.423728814,0.152542373,0.228813559,0.194915254,3.436213992,4,0.2,0.9
6,0.444444444,0.222222222,0.111111111,0.222222222,2.5,4,0.2,0.9
18,0.401574803,0.133858268,0.236220472,0.228346457,4.466666667,4,0.2,0.9
6,0.5,0,0,0.5,2,4,0.2,0.9
10,0.333333333,0.3,0.2,0.166666667,2.28125,4,0.2,0.9
14,0.292307692,0.138461538,0.353846154,0.215384615,2.666666667,4,0.2,0.9
16,0.370786517,0.078651685,0.292134831,0.258426966,3.606481481,4,0.2,0.9
18,0.426829268,0.097560976,0.231707317,0.243902439,3.777777778,4,0.2,0.9
12,0.290322581,0.032258065,0.35483871,0.322580645,3,4,0.2,0.9
18,0.330985915,0.11971831,0.352112676,0.197183099,4.022916667,4,0.2,0.9
18,0.337423313,0.153374233,0.27607362,0.233128834,4.138888889,4,0.2,0.9
7,0.285714286,0.380952381,0.285714286,0.047619048,2.28125,4,0.2,0.9
11,0.4375,0.0625,0.25,0.25,2.8125,4,0.2,0.9
16,0.254237288,0.186440678,0.220338983,0.338983051,3,4,0.2,0.9
11,0.45,0.175,0.125,0.25,3.583333333,4,0.2,0.9
18,0.36,0.153333333,0.26,0.226666667,3.416666667,4,0.2,0.9
11,0.540540541,0.081081081,0.243243243,0.135135135,4.138888889,4,0.2,0.9
10,0.375,0,0.25,0.375,2,4,0.3,0.1
0,NA,NA,NA,NA,-1,4,0.3,0.1
2,NA,NA,NA,NA,1,4,0.3,0.1
6,0.625,0.125,0.125,0.125,3.5,4,0.3,0.1
5,0,0.333333333,0,0.666666667,1.5,4,0.3,0.1
0,NA,NA,NA,NA,-1,4,0.3,0.1
12,0.367346939,0.081632653,0.346938776,0.204081633,4.0625,4,0.3,0.1
4,0.666666667,0,0.333333333,0,2,4,0.3,0.1
8,0.777777778,0,0.111111111,0.111111111,4,4,0.3,0.1
5,0.666666667,0,0.333333333,0,2,4,0.3,0.1
6,0.111111111,0.111111111,0.444444444,0.333333333,1.5,4,0.3,0.1
12,0.411764706,0.176470588,0.176470588,0.235294118,4.475,4,0.3,0.1
8,0.5,0,0.166666667,0.333333333,3,4,0.3,0.1
3,NA,NA,NA,NA,1,4,0.3,0.1
8,0.2,0,0.2,0.6,2,4,0.3,0.1
7,0.666666667,0.166666667,0.166666667,0,2.5,4,0.3,0.1
6,0.375,0.125,0.125,0.375,2.5,4,0.3,0.1
9,0.371428571,0.257142857,0.228571429,0.142857143,2.5,4,0.3,0.1
1,NA,NA,NA,NA,0,4,0.3,0.1
10,0.4375,0.125,0.125,0.3125,4.166666667,4,0.3,0.1
5,0,0,0.75,0.25,1,4,0.3,0.2
5,0.5,0,0,0.5,2,4,0.3,0.2
7,0.666666667,0,0.333333333,0,2,4,0.3,0.2
2,NA,NA,NA,NA,1,4,0.3,0.2
5,0,0.2,0.4,0.4,1.333333333,4,0.3,0.2
5,1,0,0,0,2,4,0.3,0.2
5,0.25,0.25,0.25,0.25,1.5,4,0.3,0.2
11,0.28125,0.09375,0.21875,0.40625,2.166666667,4,0.3,0.2
6,0.2,0.3,0.2,0.3,1.666666667,4,0.3,0.2
8,0.375,0,0.375,0.25,3,4,0.3,0.2
7,0.454545455,0.090909091,0.272727273,0.181818182,1.75,4,0.3,0.2
