Richness,Chain,Omnivory,Apparent,Exploitative,FCL,Resource,Disturbance,Ecosystem
7,0.153846154,0.153846154,0.307692308,0.384615385,2,4,0.2,0.3
13,0.322033898,0.118644068,0.220338983,0.338983051,4,4,0.2,0.3
9,0.333333333,0.095238095,0.19047619,0.380952381,3,4,0.2,0.3
12,0.47826087,0.086956522,0.130434783,0.304347826,4,4,0.2,0.4
15,0.349206349,0.111111111,0.238095238,0.301587302,4,4,0.2,0.4
14,0.431034483,0.155172414,0.155172414,0.25862069,6,4,0.2,0.4
4,0.333333333,0.333333333,0,0.333333333,2,4,0.2,0.4
10,0.416666667,0.208333333,0.041666667,0.333333333,4,4,0.2,0.4
15,0.323943662,0.169014085,0.112676056,0.394366197,6,4,0.2,0.4
14,0.298245614,0.105263158,0.263157895,0.333333333,4,4,0.2,0.4
12,0.253521127,0.14084507,0.197183099,0.408450704,4,4,0.2,0.4
10,0.333333333,0.181818182,0.242424242,0.242424242,4,4,0.2,0.4
6,0.5,0,0,0.5,2,4,0.2,0.4
10,0.315789474,0.236842105,0.131578947,0.315789474,5,4,0.2,0.4
14,0.290909091,0.127272727,0.272727273,0.309090909,3,4,0.2,0.4
7,0.428571429,0,0.142857143,0.428571429,2,4,0.2,0.4
6,0.5,0,0,0.5,2,4,0.2,0.4
11,0.423076923,0.076923077,0.230769231,0.269230769,4,4,0.2,0.4
5,0,0,0.5,0.5,1,4,0.2,0.4
9,0.176470588,0.117647059,0.235294118,0.470588235,2,4,0.2,0.4
10,0.476190476,0.047619048,0.142857143,0.333333333,4,4,0.2,0.4
9,0.352941176,0.117647059,0.235294118,0.294117647,3,4,0.2,0.4
8,0.5,0,0.1,0.4,4,4,0.2,0.4
14,0.388059701,0.119402985,0.23880597,0.253731343,4,4,0.2,0.5
2,NA,NA,NA,NA,1,4,0.2,0.5
7,0.461538462,0,0.230769231,0.307692308,2,4,0.2,0.5
4,1,0,0,0,2,4,0.2,0.5
10,0.3,0.133333333,0.133333333,0.433333333,4,4,0.2,0.5
17,0.37037037,0.074074074,0.175925926,0.37962963,5,4,0.2,0.5
9,0.333333333,0,0.333333333,0.333333333,3,4,0.2,0.5
12,0.4,0.125,0.275,0.2,3,4,0.2,0.5
1,NA,NA,NA,NA,0,4,0.2,0.5
11,0.35,0.1,0.25,0.3,4,4,0.2,0.5
7,0.25,0,0.25,0.5,2,4,0.2,0.5
6,0.428571429,0.142857143,0,0.428571429,3,4,0.2,0.5
17,0.338709677,0.112903226,0.225806452,0.322580645,6,4,0.2,0.5
13,0.4,0.05,0.175,0.375,4,4,0.2,0.5
12,0.288888889,0.088888889,0.333333333,0.288888889,3,4,0.2,0.5
11,0.47826087,0.086956522,0.173913043,0.260869565,5,4,0.2,0.5
9,0.3125,0.125,0.375,0.1875,3,4,0.2,0.5
2,NA,NA,NA,NA,1,4,0.2,0.5
3,0,0,1,0,1,4,0.2,0.5
14,0.428571429,0.102040816,0.163265306,0.306122449,4,4,0.2,0.5
11,0.56,0.08,0.04,0.32,5,4,0.2,0.6
13,0.341463415,0.146341463,0.268292683,0.243902439,5,4,0.2,0.6
8,0.5,0,0.1,0.4,2,4,0.2,0.6
4,0,0,0,1,1,4,0.2,0.6
11,0.235294118,0.117647059,0.294117647,0.352941176,3,4,0.2,0.6
13,0.4,0.090909091,0.2,0.309090909,4,4,0.2,0.6
12,0.28125,0.15625,0.265625,0.296875,4,4,0.2,0.6
16,0.302752294,0.165137615,0.23853211,0.293577982,6,4,0.2,0.6
17,0.375,0.132352941,0.169117647,0.323529412,5,4,0.2,0.6
15,0.47826087,0.072463768,0.202898551,0.246376812,7,4,0.2,0.6
10,0.352941176,0.117647059,0.352941176,0.176470588,4,4,0.2,0.6
12,0.404761905,0.071428571,0.238095238,0.285714286,3,4,0.2,0.6
12,0.333333333,0.111111111,0.259259259,0.296296296,3,4,0.2,0.6
12,0.274193548,0.177419355,0.209677419,0.338709677,4,4,0.2,0.6
2,NA,NA,NA,NA,1,4,0.2,0.6
3,1,0,0,0,2,4,0.2,0.6
6,0.5,0,0,0.5,2,4,0.2,0.6
10,0.125,0.125,0.375,0.375,2,4,0.2,0.6
15,0.4,0.08,0.28,0.24,5,4,0.2,0.6
4,1,0,0,0,2,4,0.2,0.6
17,0.307692308,0.067307692,0.201923077,0.423076923,4,4,0.2,0.7
9,0.529411765,0,0.117647059,0.352941176,4,4,0.2,0.7
17,0.434782609,0.101449275,0.173913043,0.289855072,5,4,0.2,0.7
6,0.166666667,0.166666667,0.5,0.166666667,2,4,0.2,0.7
15,0.291262136,0.13592233,0.252427184,0.32038835,4,4,0.2,0.7
8,0.6,0.1,0.1,0.2,3,4,0.2,0.7
10,0.375,0.0625,0.0625,0.5,3,4,0.2,0.7
14,0.388888889,0.055555556,0.291666667,0.263888889,5,4,0.2,0.7
17,0.384615385,0.134615385,0.211538462,0.269230769,6,4,0.2,0.7
16,0.303030303,0.075757576,0.257575758,0.363636364,3,4,0.2,0.7
5,0.5,0,0,0.5,2,4,0.2,0.7
16,0.36,0.1,0.26,0.28,5,4,0.2,0.7
8,0.466666667,0.066666667,0.2,0.266666667,3,4,0.2,0.7
5,0,0,0,1,1,4,0.2,0.7
13,0.298245614,0.087719298,0.210526316,0.403508772,4,4,0.2,0.7
10,0.217391304,0.130434783,0.260869565,0.391304348,4,4,0.2,0.7
11,0.333333333,0.102564103,0.333333333,0.230769231,4,4,0.2,0.7
13,0.328947368,0.157894737,0.236842105,0.276315789,4,4,0.2,0.7
12,0.44,0.12,0.12,0.32,4,4,0.2,0.7
16,0.384615385,0.153846154,0.182692308,0.278846154,5,4,0.2,0.7
8,0.5,0,0.166666667,0.333333333,3,4,0.2,0.8
17,0.385416667,0.135416667,0.177083333,0.302083333,4,4,0.2,0.8
9,0.32,0.16,0.24,0.28,3,4,0.2,0.8
13,0.363636364,0.181818182,0.151515152,0.303030303,4,4,0.2,0.8
12,0.3125,0.09375,0.1875,0.40625,3,4,0.2,0.8
15,0.385542169,0.144578313,0.21686747,0.253012048,5,4,0.2,0.8
8,0.315789474,0.210526316,0.105263158,0.368421053,3,4,0.2,0.8
8,0.25,0.125,0.375,0.25,2,4,0.2,0.8
8,0,0,0.4,0.6,1,4,0.2,0.8
13,0.283018868,0.094339623,0.245283019,0.377358491,5,4,0.2,0.8
9,0.5,0,0,0.5,3,4,0.2,0.8
16,0.304635762,0.165562914,0.291390728,0.238410596,6,4,0.2,0.8
4,NA,NA,NA,NA,1,4,0.2,0.8
17,0.303278689,0.081967213,0.270491803,0.344262295,4,4,0.2,0.8
8,0.333333333,0.083333333,0.083333333,0.5,2,4,0.2,0.8
11,0.279069767,0.23255814,0.209302326,0.279069767,5,4,0.2,0.8
12,0.37704918,0.213114754,0.131147541,0.278688525,6,4,0.2,0.8
5,0.5,0,0.25,0.25,2,4,0.2,0.8
13,0.333333333,0.126984127,0.19047619,0.349206349,4,4,0.2,0.8
22,0.273311897,0.115755627,0.266881029,0.344051447,7,4,0.2,0.8
9,0.230769231,0.230769231,0.153846154,0.384615385,4,4,0.2,0.9
13,0.290322581,0.112903226,0.225806452,0.370967742,3,4,0.2,0.9
17,0.338028169,0.112676056,0.211267606,0.338028169,5,4,0.2,0.9
16,0.379844961,0.108527132,0.224806202,0.286821705,5,4,0.2,0.9
10,0.366666667,0.066666667,0.233333333,0.333333333,3,4,0.2,0.9
14,0.280487805,0.158536585,0.146341463,0.414634146,4,4,0.2,0.9
14,0.285714286,0.224489796,0.224489796,0.265306122,5,4,0.2,0.9
19,0.296052632,0.157894737,0.230263158,0.315789474,7,4,0.2,0.9
10,0.357142857,0.107142857,0.142857143,0.392857143,4,4,0.2,0.9
15,0.386666667,0.106666667,0.146666667,0.36,6,4,0.2,0.9
17,0.385416667,0.114583333,0.229166667,0.270833333,5,4,0.2,0.9
8,0.391304348,0.173913043,0.217391304,0.217391304,4,4,0.2,0.9
15,0.369047619,0.119047619,0.261904762,0.25,6,4,0.2,0.9
10,0.368421053,0.157894737,0.263157895,0.210526316,3,4,0.2,0.9
7,0.384615385,0.153846154,0.230769231,0.230769231,3,4,0.2,0.9
16,0.30075188,0.105263158,0.285714286,0.308270677,5,4,0.2,0.9
11,0.276595745,0.085106383,0.255319149,0.382978723,4,4,0.2,0.9
15,0.384615385,0.153846154,0.153846154,0.307692308,5,4,0.2,0.9
18,0.403846154,0.105769231,0.125,0.365384615,5,4,0.2,0.9
9,0.4,0.133333333,0.133333333,0.333333333,3,4,0.2,0.9
2,NA,NA,NA,NA,1,4,0.3,0.1
5,1,0,0,0,2,4,0.3,0.1
8,0.142857143,0.214285714,0.214285714,0.428571429,3,4,0.3,0.1
1,NA,NA,NA,NA,0,4,0.3,0.1
4,1,0,0,0,2,4,0.3,0.1
8,0.1875,0.0625,0.3125,0.4375,3,4,0.3,0.1
5,1,0,0,0,2,4,0.3,0.1
1,NA,NA,NA,NA,0,4,0.3,0.1
8,0.384615385,0.230769231,0.307692308,0.076923077,3,4,0.3,0.1
4,0,0,1,0,1,4,0.3,0.1
5,0.666666667,0,0.166666667,0.166666667,2,4,0.3,0.1
2,NA,NA,NA,NA,1,4,0.3,0.1
3,NA,NA,NA,NA,1,4,0.3,0.1
15,0.322033898,0.084745763,0.169491525,0.423728814,4,4,0.3,0.1
13,0.5,0.173076923,0.153846154,0.173076923,7,4,0.3,0.1
7,0.416666667,0.166666667,0.166666667,0.25,3,4,0.3,0.1
11,0.297297297,0.162162162,0.135135135,0.405405405,4,4,0.3,0.1
9,0.461538462,0,0.153846154,0.384615385,2,4,0.3,0.1
4,0,0,0.5,0.5,1,4,0.3,0.1
11,0.325,0.125,0.25,0.3,3,4,0.3,0.1
3,NA,NA,NA,NA,1,4,0.3,0.2
3,0,0,1,0,1,4,0.3,0.2
5,0.166666667,0.333333333,0.333333333,0.166666667,2,4,0.3,0.2
2,NA,NA,NA,NA,0,4,0.3,0.2
14,0.421875,0.046875,0.234375,0.296875,5,4,0.3,0.2
4,0,0,0.5,0.5,1,4,0.3,0.2
8,0.368421053,0.052631579,0.368421053,0.210526316,3,4,0.3,0.2
3,0,0,1,0,1,4,0.3,0.2
14,0.336842105,0.147368421,0.168421053,0.347368421,6,4,0.3,0.2
10,0.411764706,0.176470588,0.176470588,0.235294118,4,4,0.3,0.2
6,0.5,0,0.5,0,2,4,0.3,0.2
4,NA,NA,NA,NA,1,4,0.3,0.2
7,0.166666667,0.277777778,0.222222222,0.333333333,4,4,0.3,0.2
13,0.273972603,0.095890411,0.328767123,0.301369863,3,4,0.3,0.2
10,0.352941176,0.294117647,0.029411765,0.323529412,5,4,0.3,0.2
4,1,0,0,0,2,4,0.3,0.2
7,0.214285714,0.142857143,0.285714286,0.357142857,2,4,0.3,0.2
1,NA,NA,NA,NA,0,4,0.3,0.2
8,0.5,0,0.4,0.1,2,4,0.3,0.2
3,NA,NA,NA,NA,0,4,0.3,0.2
12,0.255813953,0.093023256,0.093023256,0.558139535,4,4,0.3,0.3
0,NA,NA,NA,NA,-1,4,0.3,0.3
8,0.5,0.166666667,0.277777778,0.055555556,4,4,0.3,0.3
13,0.414285714,0.085714286,0.2,0.3,5,4,0.3,0.3
9,0.368421053,0.157894737,0.210526316,0.263157895,3,4,0.3,0.3
11,0.40625,0.09375,0.15625,0.34375,4,4,0.3,0.3
8,0.210526316,0.157894737,0.473684211,0.157894737,2,4,0.3,0.3
5,0,0,1,0,1,4,0.3,0.3
9,0.382352941,0.088235294,0.264705882,0.264705882,3,4,0.3,0.3
11,0.222222222,0.155555556,0.222222222,0.4,3,4,0.3,0.3
8,0.173913043,0.217391304,0.304347826,0.304347826,2,4,0.3,0.3
