"FW","resource","disturbance","replicate","FCL","richness","chain","omnivory","apparent","exploitative"
1,1,0.5,32,1,5,0,0.285714285714286,0,0.714285714285714
1,1,0.5,33,1,6,0.0666666666666667,0.4,0.0666666666666667,0.466666666666667
1,1,0.5,34,1,2,NA,NA,NA,NA
1,1,0.5,35,1,4,0,0,0,1
1,1,0.5,36,1,2,NA,NA,NA,NA
1,1,0.5,37,1,2,NA,NA,NA,NA
1,1,0.5,38,1,3,0,0,0,1
1,1,0.5,39,1,4,0,0,0,1
1,1,0.5,40,1,12,0.142857142857143,0.271428571428571,0.171428571428571,0.414285714285714
1,1,0.5,41,1,3,0,0,0,1
1,1,0.5,42,2,8,0.214285714285714,0,0.0714285714285714,0.714285714285714
1,1,0.5,43,0,1,NA,NA,NA,NA
1,1,0.5,44,2,4,0.5,0.5,0,0
1,1,0.5,45,2,11,0.1875,0.145833333333333,0.270833333333333,0.395833333333333
1,1,0.5,46,1,3,0,0,0,1
1,1,0.5,47,2,7,0.25,0.0625,0.1875,0.5
1,1,0.5,48,1,4,0,0.333333333333333,0,0.666666666666667
1,1,0.5,49,-1,0,NA,NA,NA,NA
1,1,0.5,50,1,4,0,0.333333333333333,0,0.666666666666667
1,1,0.5,51,2,9,0.21875,0.03125,0.21875,0.53125
1,1,0.5,52,2,7,0.235294117647059,0.0588235294117647,0.176470588235294,0.529411764705882
1,1,0.5,53,3,13,0.306122448979592,0.122448979591837,0.122448979591837,0.448979591836735
1,1,0.5,54,1,7,0.0769230769230769,0.153846153846154,0.461538461538462,0.307692307692308
1,1,0.5,55,0,2,NA,NA,NA,NA
1,1,0.5,56,2,8,0.235294117647059,0.176470588235294,0.176470588235294,0.411764705882353
1,1,0.5,57,1,2,NA,NA,NA,NA
1,1,0.5,58,2,10,0.210526315789474,0.263157894736842,0.0789473684210526,0.447368421052632
1,1,0.5,59,1,4,0,0,0,1
1,1,0.5,60,2,8,0.380952380952381,0.142857142857143,0.0476190476190476,0.428571428571429
1,1,0.5,61,1,6,0,0,0.25,0.75
1,1,0.5,62,1,4,0,0,0,1
1,1,0.5,63,1,6,0,0.166666666666667,0.333333333333333,0.5
1,1,0.5,64,0,1,NA,NA,NA,NA
1,1,0.5,65,2,3,1,0,0,0
1,1,0.5,66,1,2,NA,NA,NA,NA
1,1,0.5,67,2,10,0.428571428571429,0,0.142857142857143,0.428571428571429
1,1,0.5,68,-1,0,NA,NA,NA,NA
1,1,0.5,69,2,7,0.25,0.25,0.25,0.25
1,1,0.5,70,1,3,0,1,0,0
1,1,0.5,71,2,12,0.30952380952381,0.0238095238095238,0.285714285714286,0.380952380952381
1,1,0.5,72,2,6,0.3,0.1,0.1,0.5
1,1,0.5,73,1,4,0,0,0,1
1,1,0.5,74,3,5,0.6,0,0.2,0.2
1,1,0.5,75,1,3,0,0,0,1
1,1,0.5,76,2,5,0.333333333333333,0,0.166666666666667,0.5
1,1,0.5,77,1,11,0.153846153846154,0.107692307692308,0.292307692307692,0.446153846153846
1,1,0.5,78,2,16,0.129032258064516,0.0752688172043011,0.268817204301075,0.526881720430108
1,1,0.5,79,2,11,0.292682926829268,0.024390243902439,0.268292682926829,0.414634146341463
1,1,0.5,80,2,3,1,0,0,0
1,1,0.5,81,2,7,0.333333333333333,0.0833333333333333,0.0833333333333333,0.5
1,1,0.5,82,1,3,0,0,0,1
1,1,0.5,83,-1,0,NA,NA,NA,NA
1,1,0.5,84,1,3,0,0,0,1
1,1,0.5,85,2,7,0.214285714285714,0.285714285714286,0.285714285714286,0.214285714285714
1,1,0.5,86,-1,0,NA,NA,NA,NA
1,1,0.5,87,2,7,0.272727272727273,0.0909090909090909,0.0909090909090909,0.545454545454545
1,1,0.5,88,1,4,0,0,0,1
1,1,0.5,89,2,5,0.25,0,0,0.75
1,1,0.5,90,1,7,0.25,0.0833333333333333,0.166666666666667,0.5
1,1,0.5,91,1,4,0,0,0,1
1,1,0.5,92,-1,0,NA,NA,NA,NA
1,1,0.5,93,1,4,0,0,0.5,0.5
1,1,0.5,94,3,11,0.518518518518518,0.111111111111111,0.185185185185185,0.185185185185185
1,1,0.5,95,2,4,0.5,0,0,0.5
1,1,0.5,96,-1,0,NA,NA,NA,NA
1,1,0.5,97,2,6,0.5,0,0,0.5
1,1,0.5,98,2,10,0.235294117647059,0.0882352941176471,0.147058823529412,0.529411764705882
1,1,0.5,99,2,4,0.5,0,0,0.5
1,1,0.5,100,1,10,0.222222222222222,0.177777777777778,0.177777777777778,0.422222222222222
1,1,0.9,1,1,2,NA,NA,NA,NA
1,1,0.9,2,1,2,NA,NA,NA,NA
1,1,0.9,3,1,9,0.257142857142857,0.171428571428571,0.171428571428571,0.4
1,1,0.9,4,1,6,0,0.285714285714286,0.142857142857143,0.571428571428571
1,1,0.9,5,1,4,0,0,0,1
1,1,0.9,6,0,1,NA,NA,NA,NA
1,1,0.9,7,0,2,NA,NA,NA,NA
1,1,0.9,8,-1,0,NA,NA,NA,NA
1,1,0.9,9,1,3,0,0,0,1
1,1,0.9,10,1,2,NA,NA,NA,NA
1,1,0.9,11,-1,0,NA,NA,NA,NA
1,1,0.9,12,-1,0,NA,NA,NA,NA
1,1,0.9,13,1,4,0,0,0,1
1,1,0.9,14,1,6,0,0,0,1
1,1,0.9,15,2,6,0.142857142857143,0,0,0.857142857142857
1,1,0.9,16,1,2,NA,NA,NA,NA
1,1,0.9,17,1,7,0,0.125,0,0.875
1,1,0.9,18,1,2,NA,NA,NA,NA
1,1,0.9,19,4,11,0.333333333333333,0.0555555555555556,0.194444444444444,0.416666666666667
1,1,0.9,20,1,3,0,0,0,1
1,1,0.9,21,-1,0,NA,NA,NA,NA
1,1,0.9,22,2,9,0.294117647058824,0,0.176470588235294,0.529411764705882
1,1,0.9,23,2,7,0.222222222222222,0,0,0.777777777777778
1,1,0.9,24,2,5,0.333333333333333,0,0.333333333333333,0.333333333333333
1,1,0.9,25,2,4,0.5,0,0,0.5
1,1,0.9,26,0,1,NA,NA,NA,NA
1,1,0.9,27,1,2,NA,NA,NA,NA
1,1,0.9,28,2,5,0.2,0.2,0,0.6
1,1,0.9,29,0,1,NA,NA,NA,NA
1,1,0.9,30,0,1,NA,NA,NA,NA
1,1,0.9,31,-1,0,NA,NA,NA,NA
1,1,0.9,32,0,1,NA,NA,NA,NA
1,1,0.9,33,-1,0,NA,NA,NA,NA
1,1,0.9,34,-1,0,NA,NA,NA,NA
1,1,0.9,35,-1,0,NA,NA,NA,NA
1,1,0.9,36,2,5,0.25,0,0,0.75
1,1,0.9,37,2,8,0.157894736842105,0.0526315789473684,0.157894736842105,0.631578947368421
1,1,0.9,38,1,4,0,0,0,1
1,1,0.9,39,2,3,1,0,0,0
1,1,0.9,40,1,3,NA,NA,NA,NA
1,1,0.9,41,2,7,0.0833333333333333,0.333333333333333,0,0.583333333333333
1,1,0.9,42,-1,0,NA,NA,NA,NA
1,1,0.9,43,2,9,0.296296296296296,0.111111111111111,0.259259259259259,0.333333333333333
1,1,0.9,44,-1,0,NA,NA,NA,NA
1,1,0.9,45,2,8,0.315789473684211,0.157894736842105,0.157894736842105,0.368421052631579
1,1,0.9,46,1,4,0,0,0.5,0.5
1,1,0.9,47,1,3,0,0,0,1
1,1,0.9,48,1,6,0,0.142857142857143,0.142857142857143,0.714285714285714
1,1,0.9,49,1,7,0.05,0.15,0.25,0.55
1,1,0.9,50,2,8,0.222222222222222,0.222222222222222,0.222222222222222,0.333333333333333
1,1,0.9,51,1,2,NA,NA,NA,NA
1,1,0.9,52,0,1,NA,NA,NA,NA
1,1,0.9,53,1,8,0,0.117647058823529,0.411764705882353,0.470588235294118
1,1,0.9,54,2,8,0.263157894736842,0.0526315789473684,0.210526315789474,0.473684210526316
1,1,0.9,55,2,7,0.2,0.4,0.05,0.35
1,1,0.9,56,2,9,0.107142857142857,0.178571428571429,0.0357142857142857,0.678571428571429
1,1,0.9,57,1,9,0.282051282051282,0.205128205128205,0.128205128205128,0.384615384615385
1,1,0.9,58,1,4,0,0,0.5,0.5
1,1,0.9,59,2,7,0.277777777777778,0.0555555555555556,0.222222222222222,0.444444444444444
1,1,0.9,60,2,9,0.346153846153846,0.115384615384615,0.230769230769231,0.307692307692308
1,1,0.9,61,0,2,NA,NA,NA,NA
1,1,0.9,62,0,1,NA,NA,NA,NA
1,1,0.9,63,1,7,0.1875,0.1875,0.125,0.5
1,1,0.9,64,2,4,0.5,0,0.25,0.25
1,1,0.9,65,2,6,0.444444444444444,0.222222222222222,0.111111111111111,0.222222222222222
1,1,0.9,66,1,4,0,0.333333333333333,0,0.666666666666667
1,1,0.9,67,3,11,0.352941176470588,0.176470588235294,0.0588235294117647,0.411764705882353
1,1,0.9,68,1,4,0,0,0,1
1,1,0.9,69,2,4,0.5,0,0.25,0.25
1,1,0.9,70,3,4,1,0,0,0
1,1,0.9,71,1,2,NA,NA,NA,NA
1,1,0.9,72,1,3,0,1,0,0
1,1,0.9,73,-1,0,NA,NA,NA,NA
1,1,0.9,74,1,2,NA,NA,NA,NA
1,1,0.9,75,2,3,1,0,0,0
1,1,0.9,76,1,2,NA,NA,NA,NA
1,1,0.9,77,-1,0,NA,NA,NA,NA
1,1,0.9,78,-1,0,NA,NA,NA,NA
1,1,0.9,79,1,3,0,0,0,1
1,1,0.9,80,2,7,0.25,0,0.25,0.5
1,1,0.9,81,2,6,0.5,0.25,0.0833333333333333,0.166666666666667
1,1,0.9,82,1,10,0.25,0.125,0.325,0.3
1,1,0.9,83,2,4,0.5,0,0,0.5
1,1,0.9,84,0,2,NA,NA,NA,NA
1,1,0.9,85,1,2,NA,NA,NA,NA
1,1,0.9,86,1,2,NA,NA,NA,NA
1,1,0.9,87,1,7,0.125,0.125,0.125,0.625
1,1,0.9,88,3,6,0.375,0,0.125,0.5
1,1,0.9,89,-1,0,NA,NA,NA,NA
1,1,0.9,90,1,2,NA,NA,NA,NA
1,1,0.9,91,3,7,0.363636363636364,0,0.0909090909090909,0.545454545454545
1,1,0.9,92,0,1,NA,NA,NA,NA
1,1,0.9,93,2,4,0.5,0,0,0.5
1,1,0.9,94,1,5,0,0.285714285714286,0.571428571428571,0.142857142857143
1,1,0.9,95,2,4,0.5,0.5,0,0
1,1,0.9,96,2,8,0.285714285714286,0.0714285714285714,0.142857142857143,0.5
1,1,0.9,97,-1,0,NA,NA,NA,NA
1,1,0.9,98,2,9,0.357142857142857,0.0357142857142857,0.142857142857143,0.464285714285714
1,1,0.9,99,1,3,0,0,0,1
1,1,0.9,100,0,1,NA,NA,NA,NA
1,2,0.1,1,1,11,0.0952380952380952,0.111111111111111,0.285714285714286,0.507936507936508
1,2,0.1,2,2,14,0.285714285714286,0.0857142857142857,0.214285714285714,0.414285714285714
1,2,0.1,3,1,9,0.0714285714285714,0.0714285714285714,0.178571428571429,0.678571428571429
1,2,0.1,4,2,12,0.192982456140351,0.105263157894737,0.12280701754386,0.578947368421053
1,2,0.1,5,3,9,0.391304347826087,0.0434782608695652,0.130434782608696,0.434782608695652
1,2,0.1,6,2,15,0.28,0.0933333333333333,0.306666666666667,0.32
1,2,0.1,7,2,11,0.355555555555556,0.222222222222222,0.155555555555556,0.266666666666667
1,2,0.1,8,1,6,0.166666666666667,0.166666666666667,0.166666666666667,0.5
1,2,0.1,9,2,11,0.153846153846154,0.102564102564103,0.128205128205128,0.615384615384615
1,2,0.1,10,2,13,0.375,0.1125,0.2,0.3125
1,2,0.1,11,2,8,0.285714285714286,0.0714285714285714,0.0714285714285714,0.571428571428571
1,2,0.1,12,3,14,0.338709677419355,0.032258064516129,0.161290322580645,0.467741935483871
1,2,0.1,13,2,19,0.341346153846154,0.144230769230769,0.216346153846154,0.298076923076923
1,2,0.1,14,2,11,0.258064516129032,0.0645161290322581,0.161290322580645,0.516129032258065
1,2,0.1,15,3,19,0.202797202797203,0.146853146853147,0.153846153846154,0.496503496503497
1,2,0.1,16,2,15,0.307692307692308,0.0879120879120879,0.263736263736264,0.340659340659341
1,2,0.1,17,2,12,0.294117647058824,0.188235294117647,0.164705882352941,0.352941176470588
1,2,0.1,18,4,14,0.320754716981132,0.0566037735849057,0.207547169811321,0.415094339622642
1,2,0.1,19,2,14,0.247311827956989,0.172043010752688,0.129032258064516,0.451612903225806
1,2,0.1,20,2,14,0.265822784810127,0.10126582278481,0.20253164556962,0.430379746835443
1,2,0.1,21,2,12,0.169491525423729,0.0677966101694915,0.152542372881356,0.610169491525424
1,2,0.1,22,3,18,0.315315315315315,0.0990990990990991,0.153153153153153,0.432432432432432
1,2,0.1,23,2,12,0.1,0.08,0.16,0.66
1,2,0.1,24,3,15,0.268292682926829,0.146341463414634,0.0975609756097561,0.48780487804878
1,2,0.1,25,1,11,0.285714285714286,0.19047619047619,0.19047619047619,0.333333333333333
1,2,0.1,26,2,13,0.386363636363636,0.0454545454545455,0.227272727272727,0.340909090909091
1,2,0.1,27,2,13,0.19047619047619,0.0238095238095238,0.166666666666667,0.619047619047619
1,2,0.1,28,2,8,0.1875,0.125,0,0.6875
1,2,0.1,29,2,20,0.283333333333333,0.166666666666667,0.155555555555556,0.394444444444444
1,2,0.1,30,3,12,0.263157894736842,0.0526315789473684,0.210526315789474,0.473684210526316
1,2,0.1,31,1,11,0.102040816326531,0.0816326530612245,0.122448979591837,0.693877551020408
1,2,0.1,32,2,15,0.21,0.09,0.28,0.42
1,2,0.1,33,2,14,0.229357798165138,0.128440366972477,0.275229357798165,0.36697247706422
1,2,0.1,34,3,16,0.245098039215686,0.176470588235294,0.166666666666667,0.411764705882353
1,2,0.1,35,2,6,0.111111111111111,0.555555555555556,0.0555555555555556,0.277777777777778
1,2,0.1,36,1,3,0,0,0,1
1,2,0.1,37,2,13,0.206521739130435,0.25,0.173913043478261,0.369565217391304
1,2,0.1,38,4,13,0.319148936170213,0.0851063829787234,0.191489361702128,0.404255319148936
1,2,0.1,39,2,10,0.285714285714286,0.171428571428571,0.228571428571429,0.314285714285714
1,2,0.1,40,2,20,0.394557823129252,0.0952380952380952,0.204081632653061,0.306122448979592
1,2,0.1,41,2,6,0.4,0,0.2,0.4
1,2,0.1,42,2,14,0.296703296703297,0.208791208791209,0.131868131868132,0.362637362637363
1,2,0.1,43,2,18,0.231884057971014,0.108695652173913,0.318840579710145,0.340579710144928
1,2,0.1,44,2,17,0.305555555555556,0.131944444444444,0.222222222222222,0.340277777777778
1,2,0.1,45,2,13,0.352941176470588,0.0882352941176471,0.220588235294118,0.338235294117647
1,2,0.1,46,2,20,0.274509803921569,0.0784313725490196,0.26797385620915,0.379084967320261
1,2,0.1,47,1,12,0.180327868852459,0.147540983606557,0.19672131147541,0.475409836065574
1,2,0.1,48,2,15,0.4,0.105263157894737,0.242105263157895,0.252631578947368
1,2,0.1,49,2,9,0.285714285714286,0,0.214285714285714,0.5
1,2,0.1,50,2,17,0.306451612903226,0.0645161290322581,0.225806451612903,0.403225806451613
1,2,0.1,51,2,11,0.27906976744186,0.0465116279069767,0.13953488372093,0.534883720930233
1,2,0.1,52,2,6,0.142857142857143,0.142857142857143,0,0.714285714285714
1,2,0.1,53,2,18,0.33879781420765,0.131147540983607,0.185792349726776,0.344262295081967
1,2,0.1,54,2,21,0.313131313131313,0.111111111111111,0.232323232323232,0.343434343434343
1,2,0.1,55,2,12,0.363636363636364,0.181818181818182,0.0909090909090909,0.363636363636364
1,2,0.1,56,2,8,0.25,0.0625,0.1875,0.5
1,2,0.1,57,3,11,0.444444444444444,0.244444444444444,0.0666666666666667,0.244444444444444
1,2,0.1,58,2,20,0.224770642201835,0.100917431192661,0.252293577981651,0.422018348623853
1,2,0.1,59,2,14,0.174603174603175,0.126984126984127,0.142857142857143,0.555555555555556
1,2,0.1,60,2,20,0.147058823529412,0.0661764705882353,0.227941176470588,0.558823529411765
1,2,0.1,61,2,12,0.214285714285714,0.0714285714285714,0.166666666666667,0.547619047619048
1,2,0.1,62,2,16,0.265957446808511,0.159574468085106,0.212765957446809,0.361702127659574
1,2,0.1,63,3,15,0.30379746835443,0.0379746835443038,0.215189873417722,0.443037974683544
1,2,0.1,64,1,11,0.111111111111111,0,0.361111111111111,0.527777777777778
1,2,0.1,65,2,11,0.268292682926829,0.0487804878048781,0.219512195121951,0.463414634146341
1,2,0.1,66,2,15,0.333333333333333,0.0588235294117647,0.215686274509804,0.392156862745098
1,2,0.1,67,2,6,0.142857142857143,0,0,0.857142857142857
1,2,0.1,68,-1,0,NA,NA,NA,NA
1,2,0.1,69,2,10,0.394736842105263,0.0789473684210526,0.236842105263158,0.289473684210526
1,2,0.1,70,3,15,0.325842696629214,0.134831460674157,0.202247191011236,0.337078651685393
1,2,0.1,71,2,15,0.222222222222222,0.196581196581197,0.170940170940171,0.41025641025641
1,2,0.1,72,3,18,0.388349514563107,0.0970873786407767,0.184466019417476,0.330097087378641
1,2,0.1,73,3,12,0.297297297297297,0.0810810810810811,0.135135135135135,0.486486486486487
1,2,0.1,74,2,10,0.3,0.1,0.133333333333333,0.466666666666667
1,2,0.1,75,2,3,1,0,0,0
1,2,0.1,76,2,14,0.324324324324324,0.0675675675675676,0.243243243243243,0.364864864864865
1,2,0.1,77,2,13,0.393939393939394,0.106060606060606,0.212121212121212,0.287878787878788
1,2,0.1,78,2,18,0.239263803680982,0.147239263803681,0.288343558282209,0.325153374233129
1,2,0.1,79,2,19,0.271794871794872,0.0820512820512821,0.241025641025641,0.405128205128205
1,2,0.1,80,2,12,0.254237288135593,0.169491525423729,0.271186440677966,0.305084745762712
