"FW","resource","disturbance","replicate","FCL","richness","chain","omnivory","apparent","exploitative"
1,1,0.1,87,4,17,0.296296296296296,0.0493827160493827,0.246913580246914,0.407407407407407
1,1,0.1,88,3,7,0.6,0,0.2,0.2
1,1,0.1,89,3,14,0.340909090909091,0.0340909090909091,0.261363636363636,0.363636363636364
1,1,0.1,90,3,10,0.32258064516129,0.0967741935483871,0.290322580645161,0.290322580645161
1,1,0.1,91,1,4,0,0,0,1
1,1,0.1,92,1,5,0,0,0,1
1,1,0.1,93,5,18,0.358778625954198,0.0458015267175573,0.267175572519084,0.32824427480916
1,1,0.1,94,3,9,0.375,0,0.1875,0.4375
1,1,0.1,95,2,10,0.352941176470588,0.0588235294117647,0.294117647058824,0.294117647058824
1,1,0.1,96,1,4,0,0,0.5,0.5
1,1,0.1,97,4,11,0.306122448979592,0.122448979591837,0.224489795918367,0.346938775510204
1,1,0.1,98,2,6,0.555555555555556,0,0.222222222222222,0.222222222222222
1,1,0.1,99,4,7,0.5,0.142857142857143,0.214285714285714,0.142857142857143
1,1,0.1,100,3,8,0.241379310344828,0.103448275862069,0.206896551724138,0.448275862068966
1,1,0.5,1,2,7,0.333333333333333,0.166666666666667,0,0.5
1,1,0.5,2,1,3,NA,NA,NA,NA
1,1,0.5,3,0,1,NA,NA,NA,NA
1,1,0.5,4,3,6,0.5,0,0.25,0.25
1,1,0.5,5,2,5,1,0,0,0
1,1,0.5,6,3,4,0.25,0.5,0,0.25
1,1,0.5,7,3,9,0.241379310344828,0.0689655172413793,0.206896551724138,0.482758620689655
1,1,0.5,8,2,7,0.444444444444444,0,0.222222222222222,0.333333333333333
1,1,0.5,9,1,4,0,0,0.5,0.5
1,1,0.5,10,2,4,1,0,0,0
1,1,0.5,11,4,10,0.473684210526316,0.0263157894736842,0.236842105263158,0.263157894736842
1,1,0.5,12,3,8,0.315789473684211,0.105263157894737,0.315789473684211,0.263157894736842
1,1,0.5,13,3,12,0.212121212121212,0.0909090909090909,0.151515151515152,0.545454545454545
1,1,0.5,14,1,3,0,0,0,1
1,1,0.5,15,1,3,0,0,0,1
1,1,0.5,16,1,4,0,0,0.5,0.5
1,1,0.5,17,2,6,0.571428571428571,0,0.285714285714286,0.142857142857143
1,1,0.5,18,1,4,NA,NA,NA,NA
1,1,0.5,19,1,5,0,0,0.5,0.5
1,1,0.5,20,2,6,0.142857142857143,0.142857142857143,0.285714285714286,0.428571428571429
1,1,0.5,21,4,9,0.52,0.12,0.04,0.32
1,1,0.5,22,3,7,0.5,0.125,0.125,0.25
1,1,0.5,23,3,4,1,0,0,0
1,1,0.5,24,2,7,0.0909090909090909,0,0,0.909090909090909
1,1,0.5,25,-1,0,NA,NA,NA,NA
1,1,0.5,26,0,1,NA,NA,NA,NA
1,1,0.5,27,2,4,0.5,0,0.25,0.25
1,1,0.5,28,2,5,0.5,0,0.25,0.25
1,1,0.5,29,3,8,0.272727272727273,0.181818181818182,0.0909090909090909,0.454545454545455
1,1,0.5,30,2,6,0.5,0,0.25,0.25
1,1,0.5,31,2,4,0.5,0,0.5,0
1,1,0.5,32,0,2,NA,NA,NA,NA
1,1,0.5,33,0,1,NA,NA,NA,NA
1,1,0.5,34,0,1,NA,NA,NA,NA
1,1,0.5,35,3,7,0.444444444444444,0.111111111111111,0.222222222222222,0.222222222222222
1,1,0.5,36,2,5,0.25,0.25,0,0.5
1,1,0.5,37,2,7,0.428571428571429,0,0,0.571428571428571
1,1,0.5,38,1,3,NA,NA,NA,NA
1,1,0.5,39,4,9,0.5,0.0555555555555556,0.166666666666667,0.277777777777778
1,1,0.5,40,0,1,NA,NA,NA,NA
1,1,0.5,41,2,8,0.357142857142857,0,0.285714285714286,0.357142857142857
1,1,0.5,42,0,1,NA,NA,NA,NA
1,1,0.5,43,3,8,0.363636363636364,0.0909090909090909,0,0.545454545454545
1,1,0.5,44,4,8,0.5,0.125,0,0.375
1,1,0.5,45,1,3,NA,NA,NA,NA
1,1,0.5,46,-1,0,NA,NA,NA,NA
1,1,0.5,47,3,7,0.4,0.0666666666666667,0.266666666666667,0.266666666666667
1,1,0.5,48,3,7,0.375,0.25,0,0.375
1,1,0.5,49,2,5,0,0.285714285714286,0,0.714285714285714
1,1,0.5,50,5,9,0.344827586206897,0.172413793103448,0.172413793103448,0.310344827586207
1,1,0.5,51,3,4,1,0,0,0
1,1,0.5,52,1,3,0,0,1,0
1,1,0.5,53,0,1,NA,NA,NA,NA
1,1,0.5,54,1,3,0,0,0,1
1,1,0.5,55,0,1,NA,NA,NA,NA
1,1,0.5,56,3,6,0.428571428571429,0.214285714285714,0.214285714285714,0.142857142857143
1,1,0.5,57,3,11,0.275862068965517,0.103448275862069,0.310344827586207,0.310344827586207
1,1,0.5,58,2,4,1,0,0,0
1,1,0.5,59,1,2,NA,NA,NA,NA
1,1,0.5,60,2,4,0.666666666666667,0,0,0.333333333333333
1,1,0.5,61,0,1,NA,NA,NA,NA
1,1,0.5,62,2,4,0.666666666666667,0,0.333333333333333,0
1,1,0.5,63,0,1,NA,NA,NA,NA
1,1,0.5,64,2,4,0.666666666666667,0,0,0.333333333333333
1,1,0.5,65,1,2,NA,NA,NA,NA
1,1,0.5,66,1,3,NA,NA,NA,NA
1,1,0.5,67,3,7,0.666666666666667,0,0.166666666666667,0.166666666666667
1,1,0.5,68,0,2,NA,NA,NA,NA
1,1,0.5,69,0,1,NA,NA,NA,NA
1,1,0.5,70,0,1,NA,NA,NA,NA
1,1,0.5,71,1,5,0,0,0,1
1,1,0.5,72,1,3,NA,NA,NA,NA
1,1,0.5,73,0,1,NA,NA,NA,NA
1,1,0.5,74,-1,0,NA,NA,NA,NA
1,1,0.5,75,4,7,0.4,0.0666666666666667,0.4,0.133333333333333
1,1,0.5,76,4,14,0.409836065573771,0.0491803278688525,0.19672131147541,0.344262295081967
1,1,0.5,77,1,3,0,0,0,1
1,1,0.5,78,3,10,0.416666666666667,0.166666666666667,0,0.416666666666667
1,1,0.5,79,2,5,0.5,0,0,0.5
1,1,0.5,80,-1,0,NA,NA,NA,NA
1,1,0.5,81,1,4,0,0,0,1
1,1,0.5,82,-1,0,NA,NA,NA,NA
1,1,0.5,83,3,8,0.5,0.125,0,0.375
1,1,0.5,84,2,5,0.25,0,0,0.75
1,1,0.5,85,0,1,NA,NA,NA,NA
1,1,0.5,86,-1,0,NA,NA,NA,NA
1,1,0.5,87,2,8,0.470588235294118,0,0.176470588235294,0.352941176470588
1,1,0.5,88,3,8,0.466666666666667,0.0666666666666667,0.2,0.266666666666667
1,1,0.5,89,0,1,NA,NA,NA,NA
1,1,0.5,90,1,3,NA,NA,NA,NA
1,1,0.5,91,2,4,1,0,0,0
1,1,0.5,92,2,4,0.5,0,0,0.5
1,1,0.5,93,3,8,0.666666666666667,0,0.111111111111111,0.222222222222222
1,1,0.5,94,2,6,0.363636363636364,0,0.272727272727273,0.363636363636364
1,1,0.5,95,2,3,1,0,0,0
1,1,0.5,96,0,2,NA,NA,NA,NA
1,1,0.5,97,1,3,NA,NA,NA,NA
1,1,0.5,98,5,10,0.526315789473684,0.0526315789473684,0.210526315789474,0.210526315789474
1,1,0.5,99,0,1,NA,NA,NA,NA
1,1,0.5,100,3,7,0.625,0,0.125,0.25
1,1,0.9,1,-1,0,NA,NA,NA,NA
1,1,0.9,2,3,6,0.625,0,0.25,0.125
1,1,0.9,3,1,2,NA,NA,NA,NA
1,1,0.9,4,0,1,NA,NA,NA,NA
1,1,0.9,5,1,2,NA,NA,NA,NA
1,1,0.9,6,0,2,NA,NA,NA,NA
1,1,0.9,7,0,1,NA,NA,NA,NA
1,1,0.9,8,3,6,0.4,0.2,0.2,0.2
1,1,0.9,9,1,3,NA,NA,NA,NA
1,1,0.9,10,-1,0,NA,NA,NA,NA
1,1,0.9,11,3,4,1,0,0,0
1,1,0.9,12,2,6,0.444444444444444,0,0.444444444444444,0.111111111111111
1,1,0.9,13,2,5,0.333333333333333,0.166666666666667,0,0.5
1,1,0.9,14,0,1,NA,NA,NA,NA
1,1,0.9,15,2,4,0.5,0,0,0.5
1,1,0.9,16,1,2,NA,NA,NA,NA
1,1,0.9,17,-1,0,NA,NA,NA,NA
1,1,0.9,18,2,3,0,1,0,0
1,1,0.9,19,1,2,NA,NA,NA,NA
1,1,0.9,20,2,3,1,0,0,0
1,1,0.9,21,2,4,0.5,0,0,0.5
1,1,0.9,22,1,2,NA,NA,NA,NA
1,1,0.9,23,1,4,0,0,0,1
1,1,0.9,24,3,13,0.25,0.05,0.225,0.475
1,1,0.9,25,0,1,NA,NA,NA,NA
1,1,0.9,26,0,1,NA,NA,NA,NA
1,1,0.9,27,1,5,0,0,0.25,0.75
1,1,0.9,28,1,2,NA,NA,NA,NA
1,1,0.9,29,1,2,NA,NA,NA,NA
1,1,0.9,30,-1,0,NA,NA,NA,NA
1,1,0.9,31,3,6,0.25,0.125,0,0.625
1,1,0.9,32,2,7,0.111111111111111,0.111111111111111,0.111111111111111,0.666666666666667
1,1,0.9,33,3,5,0.5,0.166666666666667,0.333333333333333,0
1,1,0.9,34,3,6,0.444444444444444,0.111111111111111,0.111111111111111,0.333333333333333
1,1,0.9,35,1,3,0,0,1,0
1,1,0.9,36,-1,0,NA,NA,NA,NA
1,1,0.9,37,1,2,NA,NA,NA,NA
1,1,0.9,38,2,6,0.5,0,0,0.5
1,1,0.9,39,0,2,NA,NA,NA,NA
1,1,0.9,40,-1,0,NA,NA,NA,NA
1,1,0.9,41,1,3,0,0,0,1
1,1,0.9,42,1,3,0,0,0,1
1,1,0.9,43,2,4,0.5,0,0,0.5
1,1,0.9,44,1,3,NA,NA,NA,NA
1,1,0.9,45,1,4,0,0,0,1
1,1,0.9,46,1,2,NA,NA,NA,NA
1,1,0.9,47,-1,0,NA,NA,NA,NA
1,1,0.9,48,0,1,NA,NA,NA,NA
1,1,0.9,49,0,2,NA,NA,NA,NA
1,1,0.9,50,0,1,NA,NA,NA,NA
1,1,0.9,51,2,3,1,0,0,0
1,1,0.9,52,1,3,NA,NA,NA,NA
1,1,0.9,53,4,8,0.5,0.111111111111111,0.111111111111111,0.277777777777778
1,1,0.9,54,1,2,NA,NA,NA,NA
1,1,0.9,55,0,1,NA,NA,NA,NA
1,1,0.9,56,0,1,NA,NA,NA,NA
1,1,0.9,57,2,6,0.2,0.2,0.4,0.2
1,1,0.9,58,0,1,NA,NA,NA,NA
1,1,0.9,59,-1,0,NA,NA,NA,NA
1,1,0.9,60,3,6,0.555555555555556,0.111111111111111,0.111111111111111,0.222222222222222
1,1,0.9,61,3,5,0.4,0.2,0,0.4
1,1,0.9,62,1,2,NA,NA,NA,NA
1,1,0.9,63,4,10,0.384615384615385,0.153846153846154,0.192307692307692,0.269230769230769
1,1,0.9,64,0,1,NA,NA,NA,NA
1,1,0.9,65,1,3,0,0,0,1
1,1,0.9,66,2,3,1,0,0,0
1,1,0.9,67,3,10,0.264705882352941,0.0588235294117647,0.147058823529412,0.529411764705882
1,1,0.9,68,2,8,0.285714285714286,0.0714285714285714,0.214285714285714,0.428571428571429
1,1,0.9,69,1,2,NA,NA,NA,NA
1,1,0.9,70,1,2,NA,NA,NA,NA
1,1,0.9,71,1,3,NA,NA,NA,NA
1,1,0.9,72,0,1,NA,NA,NA,NA
1,1,0.9,73,0,2,NA,NA,NA,NA
1,1,0.9,74,0,1,NA,NA,NA,NA
1,1,0.9,75,-1,0,NA,NA,NA,NA
1,1,0.9,76,1,2,NA,NA,NA,NA
1,1,0.9,77,3,5,0.4,0.2,0,0.4
1,1,0.9,78,1,2,NA,NA,NA,NA
1,1,0.9,79,3,6,0.25,0.125,0,0.625
1,1,0.9,80,3,6,0.4,0.2,0,0.4
1,1,0.9,81,1,3,0,0,1,0
1,1,0.9,82,2,4,0.5,0,0,0.5
1,1,0.9,83,1,4,NA,NA,NA,NA
1,1,0.9,84,0,2,NA,NA,NA,NA
1,1,0.9,85,0,1,NA,NA,NA,NA
1,1,0.9,86,0,1,NA,NA,NA,NA
1,1,0.9,87,-1,0,NA,NA,NA,NA
1,1,0.9,88,-1,0,NA,NA,NA,NA
1,1,0.9,89,0,1,NA,NA,NA,NA
1,1,0.9,90,2,6,0.166666666666667,0.166666666666667,0.333333333333333,0.333333333333333
1,1,0.9,91,0,1,NA,NA,NA,NA
1,1,0.9,92,2,3,1,0,0,0
1,1,0.9,93,2,3,0,1,0,0
1,1,0.9,94,2,8,0.3125,0,0.3125,0.375
1,1,0.9,95,1,3,NA,NA,NA,NA
1,1,0.9,96,0,1,NA,NA,NA,NA
1,1,0.9,97,-1,0,NA,NA,NA,NA
1,1,0.9,98,2,4,0.5,0,0,0.5
1,1,0.9,99,1,4,NA,NA,NA,NA
1,1,0.9,100,2,6,0.181818181818182,0,0.272727272727273,0.545454545454545
1,2,0.1,1,3,13,0.376811594202899,0.0289855072463768,0.260869565217391,0.333333333333333
1,2,0.1,2,2,7,0.5,0,0,0.5
1,2,0.1,3,3,16,0.296296296296296,0.0277777777777778,0.333333333333333,0.342592592592593
1,2,0.1,4,6,24,0.354330708661417,0.0551181102362205,0.267716535433071,0.322834645669291
1,2,0.1,5,3,8,0.5,0,0.1,0.4
1,2,0.1,6,4,15,0.253521126760563,0.0704225352112676,0.253521126760563,0.422535211267606
1,2,0.1,7,5,12,0.404255319148936,0.0638297872340425,0.191489361702128,0.340425531914894
1,2,0.1,8,4,12,0.476190476190476,0.0714285714285714,0.19047619047619,0.261904761904762
1,2,0.1,9,1,3,NA,NA,NA,NA
1,2,0.1,10,3,7,0.666666666666667,0.166666666666667,0,0.166666666666667
1,2,0.1,11,4,9,0.275862068965517,0.172413793103448,0.241379310344828,0.310344827586207
1,2,0.1,12,5,17,0.373913043478261,0.0782608695652174,0.234782608695652,0.31304347826087
1,2,0.1,13,4,14,0.275862068965517,0.0689655172413793,0.103448275862069,0.551724137931034
1,2,0.1,14,3,8,0.461538461538462,0.153846153846154,0.153846153846154,0.230769230769231
1,2,0.1,15,1,2,NA,NA,NA,NA
1,2,0.1,16,2,6,0.666666666666667,0,0.166666666666667,0.166666666666667
1,2,0.1,17,-1,0,NA,NA,NA,NA
1,2,0.1,18,5,20,0.307339449541284,0.0642201834862385,0.279816513761468,0.348623853211009
1,2,0.1,19,2,8,0.153846153846154,0,0.461538461538462,0.384615384615385
1,2,0.1,20,1,3,NA,NA,NA,NA
1,2,0.1,21,6,17,0.339622641509434,0.0849056603773585,0.283018867924528,0.292452830188679
1,2,0.1,22,4,11,0.224489795918367,0.102040816326531,0.36734693877551,0.306122448979592
1,2,0.1,23,1,2,NA,NA,NA,NA
1,2,0.1,24,2,6,0.3,0.1,0.1,0.5
1,2,0.1,25,1,6,0,0,0.142857142857143,0.857142857142857
1,2,0.1,26,2,6,0.25,0,0.25,0.5
1,2,0.1,27,3,12,0.37037037037037,0.0740740740740741,0.240740740740741,0.314814814814815
1,2,0.1,28,4,11,0.333333333333333,0.0952380952380952,0.238095238095238,0.333333333333333
1,2,0.1,29,2,9,0.5,0,0.166666666666667,0.333333333333333
1,2,0.1,30,3,10,0.416666666666667,0,0.25,0.333333333333333
1,2,0.1,31,4,20,0.36,0.0533333333333333,0.246666666666667,0.34
1,2,0.1,32,4,10,0.5,0,0.1875,0.3125
1,2,0.1,33,4,13,0.375,0.0535714285714286,0.232142857142857,0.339285714285714
1,2,0.1,34,3,6,1,0,0,0
1,2,0.1,35,3,16,0.338235294117647,0.0441176470588235,0.205882352941176,0.411764705882353
1,2,0.1,36,5,16,0.326086956521739,0.0760869565217391,0.239130434782609,0.358695652173913
1,2,0.1,37,6,14,0.373134328358209,0.134328358208955,0.149253731343284,0.343283582089552
1,2,0.1,38,4,16,0.327731092436975,0.0588235294117647,0.302521008403361,0.310924369747899
1,2,0.1,39,4,15,0.341463414634146,0.0487804878048781,0.170731707317073,0.439024390243902
1,2,0.1,40,4,15,0.338983050847458,0.0338983050847458,0.271186440677966,0.355932203389831
1,2,0.1,41,4,14,0.441176470588235,0.0588235294117647,0.235294117647059,0.264705882352941
1,2,0.1,42,3,6,0.5,0,0.333333333333333,0.166666666666667
1,2,0.1,43,2,7,0.444444444444444,0,0.222222222222222,0.333333333333333
1,2,0.1,44,0,2,NA,NA,NA,NA
1,2,0.1,45,4,14,0.36046511627907,0.0232558139534884,0.27906976744186,0.337209302325581
1,2,0.1,46,3,9,0.380952380952381,0.0476190476190476,0.238095238095238,0.333333333333333
1,2,0.1,47,5,23,0.321739130434783,0.0565217391304348,0.304347826086957,0.317391304347826
1,2,0.1,48,5,16,0.35632183908046,0.0574712643678161,0.218390804597701,0.367816091954023
1,2,0.1,49,4,13,0.395348837209302,0.116279069767442,0.0930232558139535,0.395348837209302
1,2,0.1,50,6,18,0.357664233576642,0.072992700729927,0.291970802919708,0.277372262773723
1,2,0.1,51,5,14,0.376623376623377,0.0909090909090909,0.233766233766234,0.298701298701299
1,2,0.1,52,2,6,0.6,0,0.1,0.3
1,2,0.1,53,4,8,0.384615384615385,0.230769230769231,0,0.384615384615385
1,2,0.1,54,3,11,0.464285714285714,0,0.214285714285714,0.321428571428571
1,2,0.1,55,3,11,0.277777777777778,0.111111111111111,0.277777777777778,0.333333333333333
1,2,0.1,56,4,13,0.339285714285714,0.0535714285714286,0.303571428571429,0.303571428571429
1,2,0.1,57,3,11,0.350877192982456,0.0175438596491228,0.298245614035088,0.333333333333333
1,2,0.1,58,4,13,0.423076923076923,0.0384615384615385,0.153846153846154,0.384615384615385
1,2,0.1,59,2,6,0.333333333333333,0,0.333333333333333,0.333333333333333
1,2,0.1,60,4,13,0.428571428571429,0.0238095238095238,0.238095238095238,0.30952380952381
1,2,0.1,61,3,8,0.2,0.133333333333333,0.333333333333333,0.333333333333333
1,2,0.1,62,3,11,0.260869565217391,0.0652173913043478,0.260869565217391,0.41304347826087
1,2,0.1,63,3,13,0.277777777777778,0.0277777777777778,0.25,0.444444444444444
1,2,0.1,64,4,15,0.36,0.0933333333333333,0.226666666666667,0.32
1,2,0.1,65,5,16,0.435897435897436,0.0256410256410256,0.282051282051282,0.256410256410256
1,2,0.1,66,4,12,0.307692307692308,0.0769230769230769,0.102564102564103,0.512820512820513
1,2,0.1,67,6,18,0.413461538461538,0.0769230769230769,0.211538461538462,0.298076923076923
1,2,0.1,68,3,9,0.5,0.25,0,0.25
1,2,0.1,69,1,2,NA,NA,NA,NA
1,2,0.1,70,3,10,0.451612903225806,0.0967741935483871,0.193548387096774,0.258064516129032
1,2,0.1,71,2,8,0.5,0,0.291666666666667,0.208333333333333
1,2,0.1,72,3,13,0.325581395348837,0.0930232558139535,0.325581395348837,0.255813953488372
1,2,0.1,73,4,15,0.282051282051282,0.0512820512820513,0.269230769230769,0.397435897435897
1,2,0.1,74,3,12,0.333333333333333,0.0476190476190476,0.214285714285714,0.404761904761905
1,2,0.1,75,4,13,0.481481481481481,0.0740740740740741,0.148148148148148,0.296296296296296
1,2,0.1,76,4,12,0.36,0.1,0.2,0.34
1,2,0.1,77,3,13,0.338709677419355,0.032258064516129,0.32258064516129,0.306451612903226
1,2,0.1,78,4,13,0.333333333333333,0.0833333333333333,0.291666666666667,0.291666666666667
1,2,0.1,79,3,12,0.380281690140845,0.0563380281690141,0.23943661971831,0.323943661971831
1,2,0.1,80,4,14,0.379310344827586,0.0862068965517241,0.189655172413793,0.344827586206897
1,2,0.1,81,3,10,0.518518518518518,0,0.222222222222222,0.259259259259259
1,2,0.1,82,4,16,0.397435897435897,0.0128205128205128,0.217948717948718,0.371794871794872
1,2,0.1,83,3,8,0.545454545454545,0,0.181818181818182,0.272727272727273
1,2,0.1,84,5,16,0.333333333333333,0.0434782608695652,0.260869565217391,0.36231884057971
1,2,0.1,85,5,18,0.377483443708609,0.0596026490066225,0.251655629139073,0.311258278145695
1,2,0.1,86,1,2,NA,NA,NA,NA
1,2,0.1,87,2,7,0.285714285714286,0,0.285714285714286,0.428571428571429
1,2,0.1,88,5,19,0.346666666666667,0.0466666666666667,0.28,0.326666666666667
1,2,0.1,89,5,12,0.4,0.075,0.275,0.25
1,2,0.1,90,2,5,0.333333333333333,0,0.333333333333333,0.333333333333333
1,2,0.1,91,3,10,0.45,0,0.2,0.35
1,2,0.1,92,4,13,0.517241379310345,0,0.172413793103448,0.310344827586207
1,2,0.1,93,2,4,1,0,0,0
1,2,0.1,94,3,15,0.314285714285714,0.0571428571428571,0.2,0.428571428571429
1,2,0.1,95,1,3,NA,NA,NA,NA
1,2,0.1,96,4,10,0.481481481481481,0.037037037037037,0.185185185185185,0.296296296296296
1,2,0.1,97,4,17,0.317307692307692,0.0480769230769231,0.25,0.384615384615385
1,2,0.1,98,2,6,0.4,0,0.2,0.4
1,2,0.1,99,3,7,0.5,0.125,0,0.375
1,2,0.1,100,4,10,0.533333333333333,0,0.0666666666666667,0.4
1,2,0.5,1,3,8,0.333333333333333,0.111111111111111,0.333333333333333,0.222222222222222
1,2,0.5,2,3,4,1,0,0,0
1,2,0.5,3,4,13,0.435483870967742,0.0483870967741935,0.209677419354839,0.306451612903226
