"FCL_long","FCL_mean","FCL_short","Richness","Chain","Omnivory","Apparent","Exploitative"
NA,NA,Inf,16,0.369565217391304,0.0434782608695652,0.304347826086957,0.173913043478261
NA,7.49197860962567,4,16,0.388235294117647,0.0470588235294118,0.2,0.188235294117647
NA,NA,Inf,16,0.308823529411765,0.0294117647058824,0.264705882352941,0.205882352941176
NA,NA,Inf,16,0.426229508196721,0.0327868852459016,0.19672131147541,0.19672131147541
NA,NA,Inf,17,0.414634146341463,0.0487804878048781,0.219512195121951,0.158536585365854
NA,NA,Inf,17,0.310344827586207,0.0689655172413793,0.206896551724138,0.137931034482759
NA,NA,Inf,17,0.411764705882353,0.0823529411764706,0.211764705882353,0.164705882352941
NA,NA,Inf,17,0.3125,0.03125,0.34375,0.125
NA,NA,NA,17,0.40952380952381,0.0761904761904762,0.219047619047619,0.19047619047619
NA,14.3758985200846,3,18,0.396551724137931,0.103448275862069,0.189655172413793,0.146551724137931
NA,9.86666666666666,4,18,0.381443298969072,0.103092783505155,0.216494845360825,0.154639175257732
NA,NA,NA,18,0.403225806451613,0.0403225806451613,0.193548387096774,0.153225806451613
NA,NA,Inf,18,0.451388888888889,0.0833333333333333,0.194444444444444,0.131944444444444
NA,NA,Inf,18,0.432432432432432,0.027027027027027,0.162162162162162,0.189189189189189
NA,7.52083333333333,3,19,0.275862068965517,0,0.310344827586207,0.344827586206897
NA,NA,NA,19,0.446153846153846,0.0538461538461538,0.176923076923077,0.176923076923077
NA,25,6,19,0.365079365079365,0.0476190476190476,0.206349206349206,0.158730158730159
NA,NA,NA,19,0.41958041958042,0.0769230769230769,0.174825174825175,0.216783216783217
NA,NA,NA,19,0.347222222222222,0.0555555555555556,0.222222222222222,0.0972222222222222
NA,7,4,20,0.365079365079365,0.0396825396825397,0.293650793650794,0.19047619047619
NA,NA,NA,20,0.345794392523364,0.0560747663551402,0.177570093457944,0.214953271028037
NA,16.8111665004985,4,20,0.41025641025641,0.0683760683760684,0.264957264957265,0.145299145299145
NA,40.6273149066105,5,20,0.4,0.08125,0.2125,0.10625
NA,NA,NA,20,0.333333333333333,0.0285714285714286,0.171428571428571,0.257142857142857
NA,13.6626213592233,5,21,0.46031746031746,0.0317460317460317,0.222222222222222,0.174603174603175
NA,NA,NA,21,0.382857142857143,0.0457142857142857,0.16,0.205714285714286
NA,15.7861947212536,4,21,0.372262773722628,0.0802919708029197,0.277372262773723,0.124087591240876
NA,51.6641590542719,6,21,0.398773006134969,0.049079754601227,0.177914110429448,0.177914110429448
NA,NA,Inf,21,0.484662576687117,0.0797546012269939,0.190184049079755,0.153374233128834
NA,NA,NA,22,0.373831775700935,0.088785046728972,0.191588785046729,0.130841121495327
NA,13.8997337250941,5,22,0.348484848484849,0.0757575757575758,0.181818181818182,0.181818181818182
NA,29.5144805635796,4,22,0.422413793103448,0.0689655172413793,0.254310344827586,0.155172413793103
NA,NA,Inf,22,0.303703703703704,0.0222222222222222,0.2,0.192592592592593
NA,NA,Inf,22,0.397849462365591,0.0537634408602151,0.198924731182796,0.139784946236559
NA,18.5,6,23,0.225225225225225,0.045045045045045,0.243243243243243,0.144144144144144
NA,61.4840205332007,6,23,0.36241610738255,0.0335570469798658,0.221476510067114,0.154362416107383
NA,6.04588818735082,3,23,0.442786069651741,0.0597014925373134,0.26865671641791,0.169154228855721
NA,NA,NA,23,0.402912621359223,0.0485436893203883,0.194174757281553,0.145631067961165
NA,NA,Inf,23,0.401913875598086,0.0574162679425837,0.23444976076555,0.167464114832536
NA,NA,NA,24,0.333333333333333,0.0526315789473684,0.219298245614035,0.144736842105263
NA,18.8470685174621,4,24,0.370044052863436,0.066079295154185,0.224669603524229,0.180616740088106
NA,NA,Inf,24,0.399082568807339,0.0825688073394495,0.247706422018349,0.137614678899083
NA,9.24559301195411,3,24,0.371428571428571,0.0428571428571429,0.252380952380952,0.161904761904762
NA,29.61209121381,5,24,0.418803418803419,0.0512820512820513,0.205128205128205,0.179487179487179
NA,NA,Inf,25,0.369477911646586,0.0441767068273092,0.232931726907631,0.164658634538153
NA,NA,NA,25,0.376884422110553,0.0653266331658292,0.201005025125628,0.160804020100503
NA,NA,NA,25,0.384615384615385,0.047008547008547,0.230769230769231,0.170940170940171
NA,46.1183949088006,5,25,0.377880184331797,0.032258064516129,0.19815668202765,0.165898617511521
NA,28.9844510815407,4,25,0.350180505415162,0.0577617328519856,0.227436823104693,0.184115523465704
NA,NA,NA,26,0.393728222996516,0.0731707317073171,0.198606271777003,0.167247386759582
NA,NA,NA,26,0.449324324324324,0.0472972972972973,0.192567567567568,0.168918918918919
NA,25.9212018529195,4,26,0.369565217391304,0.077639751552795,0.208074534161491,0.142857142857143
NA,16.0446896296318,5,26,0.371647509578544,0.053639846743295,0.264367816091954,0.153256704980843
NA,NA,NA,26,0.373287671232877,0.0445205479452055,0.208904109589041,0.150684931506849
NA,34.3950970616916,4,27,0.378486055776892,0.0199203187250996,0.207171314741036,0.171314741035857
NA,190.884332991186,8,27,0.376306620209059,0.0557491289198606,0.219512195121951,0.146341463414634
NA,NA,NA,27,0.392215568862275,0.062874251497006,0.233532934131737,0.152694610778443
NA,NA,NA,27,0.389937106918239,0.0345911949685535,0.213836477987421,0.210691823899371
NA,NA,NA,27,0.33852140077821,0.0622568093385214,0.21011673151751,0.155642023346304
NA,NA,NA,28,0.388235294117647,0.0558823529411765,0.208823529411765,0.173529411764706
NA,NA,NA,28,0.376666666666667,0.0433333333333333,0.21,0.173333333333333
NA,NA,NA,28,0.370588235294118,0.0411764705882353,0.217647058823529,0.164705882352941
NA,NA,NA,28,0.404040404040404,0.0631313131313131,0.212121212121212,0.164141414141414
NA,30.9395375095703,4,28,0.365558912386707,0.0513595166163142,0.232628398791541,0.157099697885196
NA,NA,NA,29,0.404705882352941,0.0658823529411765,0.221176470588235,0.171764705882353
NA,NA,NA,29,0.386301369863014,0.0547945205479452,0.202739726027397,0.183561643835616
NA,NA,NA,29,0.412060301507538,0.0653266331658292,0.223618090452261,0.155778894472362
NA,65.8406571558858,5,29,0.401459854014599,0.0510948905109489,0.223844282238443,0.16301703163017
NA,NA,NA,29,0.375,0.0598958333333333,0.221354166666667,0.1640625
NA,52.2737068878938,4,30,0.408988764044944,0.0584269662921348,0.226966292134831,0.157303370786517
NA,NA,NA,30,0.35969387755102,0.0561224489795918,0.221938775510204,0.163265306122449
NA,NA,NA,30,0.385487528344671,0.054421768707483,0.219954648526077,0.163265306122449
NA,NA,NA,30,0.412280701754386,0.0635964912280702,0.219298245614035,0.175438596491228
NA,31.117024976593,4,30,0.365482233502538,0.050761421319797,0.233502538071066,0.17258883248731
NA,NA,NA,31,0.401234567901235,0.0596707818930041,0.224279835390947,0.168724279835391
NA,NA,NA,31,0.391129032258065,0.0564516129032258,0.217741935483871,0.165322580645161
NA,NA,NA,31,0.384615384615385,0.061965811965812,0.215811965811966,0.16025641025641
NA,NA,NA,31,0.384133611691023,0.0563674321503132,0.217118997912317,0.164926931106472
NA,NA,NA,31,0.394736842105263,0.0566801619433198,0.222672064777328,0.165991902834008
NA,219.143163932124,7,32,0.36568848758465,0.0451467268623025,0.223476297968397,0.178329571106095
0,0,0,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
NA,NA,Inf,3,NA,NA,NA,NA
1,1,1,3,NA,NA,NA,NA
2,2,2,3,1,0,0,0
NA,NA,Inf,4,NA,NA,NA,NA
0,0,0,4,NA,NA,NA,NA
NA,NA,NA,4,NA,NA,NA,NA
NA,NA,Inf,4,NA,NA,NA,NA
NA,NA,Inf,4,NA,NA,NA,NA
NA,NA,Inf,5,NA,NA,NA,NA
2,2,2,5,1,0,0,0
NA,NA,Inf,5,NA,NA,NA,NA
1,1,1,5,0,0,0.5,0.5
NA,3,2,5,0.142857142857143,0.285714285714286,0.571428571428571,0
NA,NA,Inf,6,NA,NA,NA,NA
NA,3,2,6,0.5,0,0,0.5
NA,NA,Inf,6,NA,NA,NA,NA
2,2,2,6,1,0,0,0
2,2,2,6,1,0,0,0
NA,6,3,7,0,0,0,0.6
NA,3,2,7,0.2,0,0,0.2
NA,NA,Inf,7,1,0,0,0
NA,NA,Inf,7,0.333333333333333,0,0,0.333333333333333
NA,NA,Inf,7,NA,NA,NA,NA
NA,4,3,8,0.6,0,0.2,0.2
NA,NA,Inf,8,0.4,0.2,0,0.4
NA,NA,Inf,8,0,0,0.75,0.25
NA,NA,Inf,8,0.333333333333333,0,0,0
NA,6,4,8,0.25,0,0,0.25
NA,NA,Inf,9,0.416666666666667,0,0.333333333333333,0.166666666666667
NA,2,1,9,NA,NA,NA,NA
NA,NA,Inf,9,0.454545454545455,0,0.363636363636364,0.181818181818182
NA,5.66666666666667,3,9,0.333333333333333,0,0.222222222222222,0.111111111111111
2,2,2,9,0.363636363636364,0.0909090909090909,0.454545454545455,0.0909090909090909
NA,NA,Inf,10,0.1,0.1,0.6,0.2
NA,NA,Inf,10,0.571428571428571,0.0952380952380952,0.19047619047619,0.142857142857143
NA,NA,Inf,10,0.333333333333333,0.111111111111111,0.333333333333333,0.222222222222222
NA,NA,Inf,10,0.6,0,0.4,0
NA,NA,Inf,10,0.5,0,0.1,0.4
NA,NA,Inf,11,0.15,0,0.2,0.3
NA,NA,Inf,11,0.272727272727273,0.0909090909090909,0.181818181818182,0.454545454545455
NA,NA,Inf,11,0.545454545454545,0,0.363636363636364,0.0909090909090909
NA,27,6,11,0.263157894736842,0,0.157894736842105,0.368421052631579
NA,4,2,11,0.210526315789474,0.105263157894737,0.210526315789474,0.368421052631579
NA,NA,Inf,12,0.384615384615385,0.0384615384615385,0.115384615384615,0.115384615384615
NA,NA,Inf,12,0.48,0,0.24,0.2
NA,8,3,12,0.294117647058824,0.0588235294117647,0.235294117647059,0.176470588235294
NA,NA,Inf,12,0.333333333333333,0,0,0.133333333333333
NA,NA,Inf,12,0.411764705882353,0,0.294117647058824,0.176470588235294
NA,NA,Inf,13,0.555555555555556,0,0.333333333333333,0.111111111111111
NA,3.5,2,13,0.333333333333333,0.0833333333333333,0.3125,0.270833333333333
NA,NA,Inf,13,0.307692307692308,0.0384615384615385,0.230769230769231,0.0384615384615385
NA,NA,Inf,13,0.352941176470588,0,0.235294117647059,0.235294117647059
NA,NA,Inf,13,0.342857142857143,0.0857142857142857,0.314285714285714,0.257142857142857
NA,12.8333333333333,5,14,0.379310344827586,0,0.241379310344828,0.172413793103448
NA,NA,Inf,14,0.185185185185185,0,0.481481481481481,0.222222222222222
NA,9.5,5,14,0.457142857142857,0.114285714285714,0.142857142857143,0.257142857142857
NA,NA,Inf,14,0.3125,0.03125,0.25,0.25
NA,7,5,14,0.46875,0.0625,0.15625,0.21875
NA,NA,Inf,15,0.293103448275862,0.0689655172413793,0.310344827586207,0.155172413793103
NA,NA,Inf,15,0.327586206896552,0.0344827586206897,0.310344827586207,0.103448275862069
NA,NA,Inf,15,0.472222222222222,0.0833333333333333,0.166666666666667,0.166666666666667
NA,NA,Inf,15,0.191011235955056,0.112359550561798,0.292134831460674,0.101123595505618
NA,5.9,3,15,0.43859649122807,0.0526315789473684,0.280701754385965,0.192982456140351
NA,NA,Inf,16,0.271186440677966,0.0508474576271186,0.271186440677966,0.220338983050847
NA,10.4473684210526,4,16,0.326530612244898,0,0.204081632653061,0.183673469387755
NA,6.97435897435897,3,16,0.318181818181818,0.0454545454545455,0.0909090909090909,0.0909090909090909
NA,75.9999999999998,7,16,0.507692307692308,0.0461538461538462,0.169230769230769,0.153846153846154
NA,NA,Inf,16,0.315789473684211,0,0.105263157894737,0.0789473684210526
NA,5.7,3,17,0.529411764705882,0.0294117647058824,0.205882352941176,0.176470588235294
NA,8.63636363636364,4,17,0.323529411764706,0,0.176470588235294,0.0882352941176471
NA,NA,Inf,17,0.327868852459016,0.0491803278688525,0.19672131147541,0.131147540983607
NA,13.6516129032258,4,17,0.383333333333333,0.0166666666666667,0.183333333333333,0.15
NA,NA,Inf,17,0.392156862745098,0.0196078431372549,0.137254901960784,0.176470588235294
NA,NA,Inf,18,0.4,0,0.323076923076923,0.215384615384615
NA,8.33333333333333,5,18,0.425,0.025,0.2,0.2
NA,7.7,5,18,0.388888888888889,0.0185185185185185,0.185185185185185,0.222222222222222
NA,61.4056603773584,6,18,0.315068493150685,0.0547945205479452,0.219178082191781,0.191780821917808
NA,13.7323943661972,5,18,0.493506493506494,0.051948051948052,0.25974025974026,0.194805194805195
NA,NA,Inf,19,0.317073170731707,0.024390243902439,0.170731707317073,0.219512195121951
NA,19.1738683127572,5,19,0.32258064516129,0.0161290322580645,0.169354838709677,0.193548387096774
NA,NA,Inf,19,0.480769230769231,0.0384615384615385,0.211538461538462,0.173076923076923
NA,NA,Inf,19,0.391304347826087,0.0144927536231884,0.202898550724638,0.159420289855072
NA,9.38888888888889,4,19,0.3125,0.0625,0.239583333333333,0.166666666666667
NA,NA,Inf,20,0.236842105263158,0.0394736842105263,0.25,0.131578947368421
NA,NA,Inf,20,0.392592592592593,0.0518518518518519,0.266666666666667,0.155555555555556
NA,NA,NA,20,0.381818181818182,0.0636363636363636,0.181818181818182,0.154545454545455
NA,NA,NA,20,0.365853658536585,0.0365853658536585,0.219512195121951,0.195121951219512
NA,NA,Inf,20,0.383333333333333,0.0333333333333333,0.275,0.175
NA,11.9705449189985,5,21,0.461538461538462,0.0961538461538462,0.192307692307692,0.144230769230769
NA,NA,Inf,21,0.285714285714286,0.0434782608695652,0.15527950310559,0.22360248447205
NA,16.9561403508772,6,21,0.457142857142857,0.0666666666666667,0.219047619047619,0.152380952380952
NA,NA,Inf,21,0.401785714285714,0.0625,0.214285714285714,0.151785714285714
NA,11.3285340314136,4,21,0.407407407407407,0.0246913580246914,0.197530864197531,0.209876543209877
NA,17.8983885407341,5,22,0.40952380952381,0.0476190476190476,0.171428571428571,0.152380952380952
NA,40.0777202072539,7,22,0.392857142857143,0.0625,0.196428571428571,0.133928571428571
NA,NA,Inf,22,0.300970873786408,0.0194174757281553,0.242718446601942,0.233009708737864
NA,8.40918282383728,4,22,0.37956204379562,0.0364963503649635,0.18978102189781,0.226277372262774
NA,12,8,22,0.3828125,0.0390625,0.2265625,0.125
NA,18.9114000636688,4,23,0.345,0.055,0.23,0.175
NA,NA,NA,23,0.358620689655172,0.0344827586206897,0.248275862068966,0.213793103448276
NA,8.79456906729634,4,23,0.475,0.025,0.2125,0.175
NA,NA,Inf,23,0.411392405063291,0.0569620253164557,0.278481012658228,0.158227848101266
NA,NA,Inf,23,0.466666666666667,0.0518518518518519,0.207407407407407,0.207407407407407
NA,7.58916409148928,3,24,0.335227272727273,0.0397727272727273,0.193181818181818,0.1875
NA,9.34289686927058,3,24,0.363247863247863,0.0427350427350427,0.188034188034188,0.162393162393162
NA,20.4715737101463,5,24,0.315270935960591,0.0541871921182266,0.152709359605911,0.206896551724138
NA,11.9379585799089,4,24,0.368983957219251,0.0641711229946524,0.240641711229947,0.160427807486631
NA,277.408979089791,8,24,0.365269461077844,0.0479041916167665,0.221556886227545,0.18562874251497
NA,200.25125146168,9,25,0.382470119521912,0.0557768924302789,0.239043824701195,0.167330677290837
NA,NA,Inf,25,0.357512953367876,0.0414507772020725,0.248704663212435,0.176165803108808
NA,NA,NA,25,0.376190476190476,0.0428571428571429,0.233333333333333,0.19047619047619
NA,9.22249510671434,3,25,0.33203125,0.04296875,0.2421875,0.1953125
NA,16.0078067195514,4,25,0.374358974358974,0.0717948717948718,0.205128205128205,0.128205128205128
NA,149.255757465609,7,26,0.369747899159664,0.0252100840336134,0.214285714285714,0.180672268907563
NA,NA,Inf,26,0.35408560311284,0.066147859922179,0.256809338521401,0.178988326848249
NA,258.228074963714,10,26,0.366795366795367,0.0424710424710425,0.208494208494208,0.16988416988417
NA,11.8111810724838,4,26,0.361607142857143,0.0357142857142857,0.214285714285714,0.178571428571429
NA,15.156529822556,4,26,0.32994923857868,0.050761421319797,0.197969543147208,0.152284263959391
NA,213.859277291802,7,27,0.336842105263158,0.0456140350877193,0.221052631578947,0.207017543859649
NA,25.2046535117481,6,27,0.340909090909091,0.0454545454545455,0.209090909090909,0.159090909090909
NA,239.276631843483,9,27,0.331932773109244,0.0546218487394958,0.252100840336134,0.163865546218487
NA,NA,NA,27,0.332191780821918,0.0479452054794521,0.222602739726027,0.174657534246575
NA,NA,NA,27,0.319488817891374,0.0447284345047923,0.191693290734824,0.207667731629393
NA,15.9214485876923,4,28,0.371794871794872,0.0480769230769231,0.21474358974359,0.182692307692308
NA,35.3384600509353,5,28,0.390681003584229,0.039426523297491,0.200716845878136,0.17921146953405
NA,14.0072935935092,4,28,0.367213114754098,0.0491803278688525,0.20655737704918,0.157377049180328
NA,336.178909890408,9,28,0.358208955223881,0.041044776119403,0.223880597014925,0.182835820895522
NA,NA,Inf,28,0.405857740585774,0.0334728033472803,0.196652719665272,0.171548117154812
NA,136.613582898516,7,29,0.36,0.0333333333333333,0.21,0.193333333333333
NA,156.687716072095,8,29,0.383561643835616,0.0376712328767123,0.198630136986301,0.167808219178082
NA,NA,Inf,29,0.379204892966361,0.0428134556574924,0.244648318042813,0.17737003058104
NA,191.648664364669,8,29,0.339285714285714,0.0505952380952381,0.220238095238095,0.172619047619048
NA,135.028119289153,6,29,0.363636363636364,0.0330578512396694,0.220385674931129,0.170798898071625
NA,212.10961625465,8,30,0.368286445012788,0.051150895140665,0.237851662404092,0.168797953964194
NA,306.812824830253,8,30,0.34625322997416,0.0490956072351421,0.242894056847545,0.175710594315245
NA,180.337187851222,7,30,0.366233766233766,0.0415584415584416,0.21038961038961,0.179220779220779
NA,368.073299542968,8,30,0.378548895899054,0.0441640378548896,0.205047318611987,0.186119873817035
NA,18.6008124786427,4,30,0.367469879518072,0.036144578313253,0.198795180722892,0.168674698795181
NA,166.988965873242,7,31,0.346534653465347,0.0420792079207921,0.232673267326733,0.178217821782178
NA,215.343744239559,7,31,0.369829683698297,0.0389294403892944,0.218978102189781,0.180048661800487
NA,196.944228895065,7,31,0.357487922705314,0.0483091787439614,0.214975845410628,0.181159420289855
NA,243.76057267134,8,31,0.376315789473684,0.0473684210526316,0.223684210526316,0.173684210526316
NA,214.383635251105,7,31,0.390374331550802,0.0508021390374332,0.232620320855615,0.179144385026738
NA,NA,NA,32,0.422110552763819,0.0519262981574539,0.21608040201005,0.201005025125628
0,0,0,3,NA,NA,NA,NA
NA,NA,Inf,3,NA,NA,NA,NA
1,1,1,3,NA,NA,NA,NA
NA,NA,Inf,3,NA,NA,NA,NA
0,0,0,3,NA,NA,NA,NA
NA,3,2,4,0.333333333333333,0.333333333333333,0,0.333333333333333
1,1,1,4,NA,NA,NA,NA
NA,NA,Inf,4,NA,NA,NA,NA
NA,NA,Inf,4,NA,NA,NA,NA
NA,NA,Inf,4,NA,NA,NA,NA
NA,6,2,5,0,0,0,0
2,2,2,5,0.5,0,0,0.5
NA,NA,Inf,5,0,0,0,0.5
2,1.5,1,5,0,1,0,0
NA,NA,Inf,5,0,0,1,0
2,2,2,6,1,0,0,0
NA,NA,Inf,6,0.5,0,0,0.5
NA,NA,Inf,6,0,0,0,1
NA,3,2,6,0.666666666666667,0,0,0.333333333333333
NA,2,1,6,NA,NA,NA,NA
NA,NA,Inf,7,0.666666666666667,0,0,0.333333333333333
NA,2.33333333333333,2,7,0.25,0.125,0.375,0.25
NA,6,3,7,0.333333333333333,0,0.166666666666667,0.333333333333333
NA,NA,NA,7,0.3,0,0.3,0.1
NA,9,4,7,0.5,0,0.25,0
NA,NA,Inf,8,0.523809523809524,0.0476190476190476,0.19047619047619,0.238095238095238
NA,NA,Inf,8,0,0,0.5,0.5
NA,NA,Inf,8,0.4,0,0.1,0.3
NA,2,1,8,NA,NA,NA,NA
NA,NA,Inf,8,0.333333333333333,0,0,0.333333333333333
NA,NA,Inf,9,0.2,0,0.266666666666667,0.266666666666667
NA,NA,Inf,9,0.5,0,0.214285714285714,0
NA,NA,Inf,9,0.333333333333333,0,0.333333333333333,0.333333333333333
NA,NA,Inf,9,0.4,0.2,0.2,0.2
NA,3.4,2,9,0.357142857142857,0,0.357142857142857,0.214285714285714
NA,NA,Inf,10,0.227272727272727,0.0454545454545455,0.136363636363636,0.363636363636364
NA,6,5,10,0.692307692307692,0,0.153846153846154,0.153846153846154
NA,2,2,10,0.272727272727273,0,0.454545454545455,0.272727272727273
NA,NA,Inf,10,0,0,0.5,0.2
NA,NA,Inf,10,0.444444444444444,0,0.222222222222222,0.333333333333333
NA,5,3,11,0.476190476190476,0.0476190476190476,0.285714285714286,0.19047619047619
NA,NA,NA,11,0.517241379310345,0.0344827586206897,0.103448275862069,0.172413793103448
NA,NA,Inf,11,0.260869565217391,0,0.217391304347826,0.391304347826087
NA,NA,Inf,11,0.444444444444444,0.111111111111111,0.222222222222222,0.222222222222222
NA,25.3333333333333,6,11,0.5,0.157894736842105,0.157894736842105,0.131578947368421
NA,NA,Inf,12,0.333333333333333,0,0.333333333333333,0.333333333333333
NA,NA,Inf,12,0.75,0,0,0.25
NA,NA,Inf,12,0.379310344827586,0.0344827586206897,0.241379310344828,0.172413793103448
NA,5.5,2,12,0.275862068965517,0.103448275862069,0.241379310344828,0.206896551724138
NA,5.27272727272727,2,12,0.277777777777778,0.0555555555555556,0.277777777777778,0.166666666666667
NA,6,4,13,0.571428571428571,0,0.285714285714286,0.142857142857143
NA,NA,Inf,13,0.448275862068966,0.0689655172413793,0.344827586206897,0.137931034482759
NA,NA,Inf,13,0.58974358974359,0.0512820512820513,0.205128205128205,0.128205128205128
NA,22.4,6,13,0.533333333333333,0.1,0.1,0.133333333333333
NA,NA,Inf,13,0.545454545454545,0.0303030303030303,0.212121212121212,0.212121212121212
NA,NA,Inf,14,0.4,0.0444444444444444,0.333333333333333,0.222222222222222
NA,NA,Inf,14,0.483870967741935,0.0645161290322581,0.161290322580645,0.129032258064516
NA,8,4,14,0.477272727272727,0,0.272727272727273,0.159090909090909
NA,8.16666666666666,4,14,0.470588235294118,0.117647058823529,0.0980392156862745,0.196078431372549
NA,4.125,3,14,0.5,0.0833333333333333,0.138888888888889,0.277777777777778
NA,NA,Inf,15,0.461538461538462,0.0512820512820513,0.102564102564103,0.256410256410256
NA,NA,Inf,15,0.475,0.05,0.15,0.25
NA,14.0285714285714,5,15,0.46551724137931,0.0862068965517241,0.0862068965517241,0.224137931034483
NA,28.58,8,15,0.533333333333333,0.0444444444444444,0.177777777777778,0.111111111111111
NA,12,6,15,0.482758620689655,0,0.275862068965517,0.241379310344828
NA,NA,Inf,16,0.472222222222222,0.0694444444444444,0.236111111111111,0.111111111111111
NA,NA,Inf,16,0.542857142857143,0.0571428571428571,0.228571428571429,0.142857142857143
NA,9.27611582146857,4,16,0.350649350649351,0.038961038961039,0.207792207792208,0.12987012987013
NA,NA,NA,16,0.431372549019608,0.0784313725490196,0.156862745098039,0.156862745098039
NA,148,6,16,0.40506329113924,0.0506329113924051,0.164556962025316,0.189873417721519
NA,NA,NA,17,0.484536082474227,0.0824742268041237,0.195876288659794,0.154639175257732
NA,11.8777029422191,4,17,0.415254237288136,0.0593220338983051,0.186440677966102,0.254237288135593
NA,12,4,17,0.354166666666667,0.0833333333333333,0.21875,0.239583333333333
NA,NA,Inf,17,0.46875,0.015625,0.234375,0.1875
NA,NA,NA,17,0.405172413793103,0.0431034482758621,0.224137931034483,0.189655172413793
NA,10.3030303030303,5,18,0.464646464646465,0.0505050505050505,0.171717171717172,0.242424242424242
NA,NA,NA,18,0.442477876106195,0.0707964601769911,0.168141592920354,0.176991150442478
